,rouge-l,number of Unique sentences,chapter-title,source
52,0.16052839765420646,13,bleak-house-chapter-47,shmoop
53,0.18321283944809305,12,bleak-house-chapter-48,shmoop
54,0.17257875715872872,9,bleak-house-chapter-49,shmoop
55,0.14255932310928573,8,bleak-house-chapter-50,shmoop
56,0.13186717507933432,10,bleak-house-chapter-51,shmoop
57,0.1476586638045677,12,bleak-house-chapter-52,shmoop
58,0.12680577230418444,7,bleak-house-chapter-53,shmoop
59,0.15583086915382904,17,bleak-house-chapter-54,shmoop
60,0.16689524056578786,9,bleak-house-chapter-55,shmoop
61,0.20059559117668516,10,bleak-house-chapter-56,shmoop
62,0.15846856482759622,17,bleak-house-chapter-57,shmoop
63,0.14877940165736597,11,bleak-house-chapter-58,shmoop
64,0.18242232588548304,14,bleak-house-chapter-59,shmoop
65,0.18588450529952436,9,bleak-house-chapter-60,shmoop
66,0.14033412575013943,11,bleak-house-chapter-61,shmoop
67,0.16384220529913718,7,bleak-house-chapter-62,shmoop
68,0.16999672197899096,9,bleak-house-chapter-63,shmoop
69,0.19471467242353882,8,bleak-house-chapter-64,shmoop
70,0.16987756050116584,8,bleak-house-chapter-65,shmoop
71,0.21071850666870223,4,bleak-house-chapter-66,shmoop
72,0.15437535498582466,6,bleak-house-chapter-67,shmoop
73,0.20331503147512497,4,bleak-house-chapter-1,cliffnotes
74,0.217704877244889,7,bleak-house-chapter-2,cliffnotes
75,0.2492792875246884,5,bleak-house-chapter-3,cliffnotes
76,0.18495990671063947,5,bleak-house-chapter-4,cliffnotes
77,0.19029408227362135,8,bleak-house-chapter-5,cliffnotes
78,0.20709425164952786,5,bleak-house-chapter-6,cliffnotes
79,0.24366007289650896,8,bleak-house-chapter-7,cliffnotes
80,0.20917490902140887,8,bleak-house-chapter-8,cliffnotes
81,0.2156023805619056,8,bleak-house-chapter-9,cliffnotes
82,0.18632428676969762,6,bleak-house-chapter-12,cliffnotes
83,0.18225447713704715,6,bleak-house-chapter-13,cliffnotes
84,0.18180291865764217,5,bleak-house-chapter-14,cliffnotes
85,0.222428456533869,4,bleak-house-chapter-15,cliffnotes
86,0.2328886605675721,3,bleak-house-chapter-16,cliffnotes
87,0.26110628975791483,6,bleak-house-chapter-17,cliffnotes
88,0.1789292308634709,7,bleak-house-chapter-18,cliffnotes
89,0.24141435871900815,6,bleak-house-chapter-19,cliffnotes
90,0.17593099781872581,5,bleak-house-chapter-22,cliffnotes
91,0.27194224262878713,4,bleak-house-chapter-23,cliffnotes
92,0.22848478500849267,5,bleak-house-chapter-24,cliffnotes
93,0.21655616316383405,4,bleak-house-chapter-25,cliffnotes
94,0.2087758753923096,6,bleak-house-chapter-26,cliffnotes
95,0.2111736649589899,6,bleak-house-chapter-27,cliffnotes
96,0.21172598386946795,4,bleak-house-chapter-28,cliffnotes
97,0.19621803847528263,5,bleak-house-chapter-29,cliffnotes
98,0.2499009587588096,4,bleak-house-chapter-30,cliffnotes
99,0.19944283486439365,5,bleak-house-chapter-31,cliffnotes
100,0.20237403394051423,9,bleak-house-chapter-32,cliffnotes
101,0.19280668194023598,5,bleak-house-chapter-33,cliffnotes
102,0.2826869583250799,4,bleak-house-chapter-34,cliffnotes
103,0.24126215589500352,6,bleak-house-chapter-35,cliffnotes
104,0.21606506337744003,5,bleak-house-chapter-36,cliffnotes
105,0.20705715291799245,7,bleak-house-chapter-37,cliffnotes
106,0.15937805662716664,4,bleak-house-chapter-38,cliffnotes
107,0.16888562221138023,3,bleak-house-chapter-39,cliffnotes
108,0.21063671072013979,3,bleak-house-chapter-40,cliffnotes
109,0.22532374319946616,4,bleak-house-chapter-41,cliffnotes
110,0.16520211637179233,6,bleak-house-chapter-42,cliffnotes
111,0.2103632969754905,8,bleak-house-chapter-43,cliffnotes
112,0.21502142687571138,5,bleak-house-chapter-44,cliffnotes
113,0.20316093476386352,6,bleak-house-chapter-45,cliffnotes
114,0.21356908967692678,6,bleak-house-chapter-46,cliffnotes
115,0.1839900374097474,8,bleak-house-chapter-47,cliffnotes
116,0.22304712821009057,5,bleak-house-chapter-48,cliffnotes
117,0.19737388352178917,7,bleak-house-chapter-49,cliffnotes
118,0.22378851242722564,8,bleak-house-chapter-50,cliffnotes
119,0.19986001263103714,6,bleak-house-chapter-51,cliffnotes
120,0.22994561911952496,4,bleak-house-chapter-52,cliffnotes
121,0.2360341406662789,6,bleak-house-chapter-55,cliffnotes
122,0.25312157621577563,6,bleak-house-chapter-56,cliffnotes
123,0.24387814801770266,7,bleak-house-chapter-57,cliffnotes
124,0.21616278765743005,6,bleak-house-chapter-58,cliffnotes
125,0.22087525137454822,9,bleak-house-chapter-59,cliffnotes
126,0.24143062572483678,7,bleak-house-chapter-60,cliffnotes
127,0.22914733303347712,5,bleak-house-chapter-61,cliffnotes
128,0.24540720280976583,3,bleak-house-chapter-62,cliffnotes
129,0.2407844797783872,5,bleak-house-chapter-63,cliffnotes
130,0.2682173083263832,6,bleak-house-chapter-64,cliffnotes
131,0.1775790092272933,9,bleak-house-chapter-67,cliffnotes
132,0.1975666463678388,6,bleak-house-chapter-1,sparknotes
133,0.19595478101626274,7,bleak-house-chapter-2,sparknotes
134,0.19077706037211253,15,bleak-house-chapter-3,sparknotes
135,0.20321785880822088,9,bleak-house-chapter-4,sparknotes
136,0.16895750954333036,11,bleak-house-chapter-5,sparknotes
137,0.18587337355088787,16,bleak-house-chapter-6,sparknotes
138,0.22619183583655902,15,bleak-house-chapter-7,sparknotes
139,0.18143068097147477,19,bleak-house-chapter-8,sparknotes
140,0.1876840706257149,12,bleak-house-chapter-9,sparknotes
141,0.1888490800790987,8,bleak-house-chapter-10,sparknotes
142,0.21138770198865253,9,bleak-house-chapter-11,sparknotes
143,0.2022218948216387,9,bleak-house-chapter-12,sparknotes
144,0.174702601114708,10,bleak-house-chapter-13,sparknotes
145,0.20885775044596466,11,bleak-house-chapter-14,sparknotes
146,0.17254670645918155,9,bleak-house-chapter-15,sparknotes
147,0.17966750870653483,11,bleak-house-chapter-16,sparknotes
148,0.1898231199989399,13,bleak-house-chapter-17,sparknotes
149,0.18914730205385938,14,bleak-house-chapter-18,sparknotes
150,0.2135806929562193,8,bleak-house-chapter-19,sparknotes
151,0.1916223860870674,7,bleak-house-chapter-20,sparknotes
152,0.16902422349864926,9,bleak-house-chapter-21,sparknotes
153,0.20088001554703425,13,bleak-house-chapter-22,sparknotes
154,0.18933256089563896,8,bleak-house-chapter-23,sparknotes
155,0.20674769110682145,16,bleak-house-chapter-24,sparknotes
156,0.1875679526684111,6,bleak-house-chapter-25,sparknotes
157,0.21212855306449052,10,bleak-house-chapter-26,sparknotes
158,0.19581061492501695,10,bleak-house-chapter-27,sparknotes
159,0.1943144274006113,11,bleak-house-chapter-28,sparknotes
160,0.20949974532007784,13,bleak-house-chapter-29,sparknotes
161,0.20593394277273913,12,bleak-house-chapter-30,sparknotes
162,0.19263840844726587,12,bleak-house-chapter-31,sparknotes
163,0.17521284025319883,11,bleak-house-chapter-32,sparknotes
164,0.16435056257040367,11,bleak-house-chapter-33,sparknotes
165,0.20105823209924137,12,bleak-house-chapter-34,sparknotes
166,0.19858043050027255,14,bleak-house-chapter-35,sparknotes
167,0.21966603701997264,10,bleak-house-chapter-36,sparknotes
168,0.22615850374469473,9,bleak-house-chapter-37,sparknotes
169,0.19943983218801034,6,bleak-house-chapter-38,sparknotes
170,0.14627790901377602,6,bleak-house-chapter-39,sparknotes
171,0.16960573559213113,8,bleak-house-chapter-40,sparknotes
172,0.21798702695175545,8,bleak-house-chapter-41,sparknotes
173,0.18628524003419655,8,bleak-house-chapter-42,sparknotes
174,0.2050716173223042,10,bleak-house-chapter-43,sparknotes
175,0.21297787488824005,9,bleak-house-chapter-44,sparknotes
176,0.19797751655276066,10,bleak-house-chapter-45,sparknotes
177,0.18514081934195373,12,bleak-house-chapter-46,sparknotes
178,0.18911900867943163,11,bleak-house-chapter-47,sparknotes
179,0.20013823404046752,12,bleak-house-chapter-48,sparknotes
180,0.2026514676190239,6,bleak-house-chapter-49,sparknotes
181,0.1849465537932453,8,bleak-house-chapter-50,sparknotes
182,0.17616014340346206,9,bleak-house-chapter-51,sparknotes
183,0.18350533332819075,11,bleak-house-chapter-52,sparknotes
184,0.16598017328269787,6,bleak-house-chapter-53,sparknotes
185,0.20719774109626973,18,bleak-house-chapter-54,sparknotes
186,0.1790642607748951,9,bleak-house-chapter-55,sparknotes
187,0.20258691722397537,10,bleak-house-chapter-56,sparknotes
188,0.1920092696686645,16,bleak-house-chapter-57,sparknotes
189,0.19741654991626012,11,bleak-house-chapter-58,sparknotes
190,0.1907690030091125,10,bleak-house-chapter-59,sparknotes
191,0.2038782342696275,8,bleak-house-chapter-60,sparknotes
192,0.2004344560592655,10,bleak-house-chapter-61,sparknotes
193,0.18426843557344774,7,bleak-house-chapter-62,sparknotes
194,0.21303701375912146,10,bleak-house-chapter-63,sparknotes
195,0.21661062272823295,9,bleak-house-chapter-64,sparknotes
196,0.22983569254473246,8,bleak-house-chapter-65,sparknotes
197,0.1767018615871364,4,bleak-house-chapter-66,sparknotes
198,0.1734289330920152,8,bleak-house-chapter-67,sparknotes
199,0.16456104884753386,6,bleak-house-chapter-1,novelguide
200,0.19621385568071278,7,bleak-house-chapter-2,novelguide
201,0.20706813181084008,11,bleak-house-chapter-3,novelguide
202,0.21714229052328826,10,bleak-house-chapter-4,novelguide
203,0.17378048016424155,11,bleak-house-chapter-5,novelguide
204,0.1798929699501385,15,bleak-house-chapter-6,novelguide
205,0.23711248970396603,16,bleak-house-chapter-7,novelguide
206,0.18515815993649506,18,bleak-house-chapter-8,novelguide
207,0.22319028277502886,10,bleak-house-chapter-9,novelguide
208,0.24088736423556315,7,bleak-house-chapter-10,novelguide
209,0.20002328000823544,8,bleak-house-chapter-11,novelguide
210,0.1974105614622672,9,bleak-house-chapter-12,novelguide
211,0.16219129842340904,13,bleak-house-chapter-13,novelguide
212,0.19947456759901736,12,bleak-house-chapter-14,novelguide
213,0.17050724729869868,11,bleak-house-chapter-15,novelguide
214,0.18829474518038644,10,bleak-house-chapter-16,novelguide
215,0.22244594183478028,11,bleak-house-chapter-17,novelguide
216,0.1959377257766297,16,bleak-house-chapter-18,novelguide
217,0.20673608072649882,9,bleak-house-chapter-19,novelguide
218,0.22222610885182023,9,bleak-house-chapter-20,novelguide
219,0.20811924444271077,6,bleak-house-chapter-21,novelguide
220,0.19163458762995142,11,bleak-house-chapter-22,novelguide
221,0.21144680445023553,9,bleak-house-chapter-23,novelguide
222,0.2111603872230751,17,bleak-house-chapter-24,novelguide
223,0.18331767452650446,6,bleak-house-chapter-25,novelguide
224,0.19730566403849337,12,bleak-house-chapter-26,novelguide
225,0.18896537586230724,9,bleak-house-chapter-27,novelguide
226,0.1973015944443625,11,bleak-house-chapter-28,novelguide
227,0.2155011923420369,12,bleak-house-chapter-29,novelguide
228,0.19804955823585027,11,bleak-house-chapter-30,novelguide
229,0.18690902095018125,12,bleak-house-chapter-31,novelguide
230,0.20804834508019435,10,bleak-house-chapter-32,novelguide
231,0.15955968969693024,9,bleak-house-chapter-33,novelguide
232,0.23404310401864944,12,bleak-house-chapter-34,novelguide
233,0.20930748846903888,10,bleak-house-chapter-35,novelguide
234,0.2014067036562052,13,bleak-house-chapter-36,novelguide
235,0.2114653115779966,10,bleak-house-chapter-37,novelguide
236,0.2125345951036961,6,bleak-house-chapter-38,novelguide
237,0.14784646091355944,7,bleak-house-chapter-39,novelguide
238,0.1923720012800556,7,bleak-house-chapter-40,novelguide
239,0.23721233153382962,8,bleak-house-chapter-41,novelguide
240,0.2248176081613954,7,bleak-house-chapter-42,novelguide
241,0.2076521996662617,10,bleak-house-chapter-43,novelguide
242,0.19832571825059608,8,bleak-house-chapter-44,novelguide
243,0.19124468270515238,14,bleak-house-chapter-45,novelguide
244,0.2142325981012403,10,bleak-house-chapter-46,novelguide
245,0.21460489446485806,10,bleak-house-chapter-47,novelguide
246,0.2299675857456228,11,bleak-house-chapter-48,novelguide
247,0.19088042859309973,8,bleak-house-chapter-49,novelguide
248,0.23272516990128533,7,bleak-house-chapter-50,novelguide
249,0.19476171160364655,9,bleak-house-chapter-51,novelguide
250,0.19791926851099792,10,bleak-house-chapter-52,novelguide
251,0.19370708338959408,5,bleak-house-chapter-53,novelguide
252,0.22598036993135304,16,bleak-house-chapter-54,novelguide
253,0.2194007134949025,9,bleak-house-chapter-55,novelguide
254,0.23535944743485127,8,bleak-house-chapter-56,novelguide
255,0.20588447040932198,17,bleak-house-chapter-57,novelguide
256,0.19231325816972164,10,bleak-house-chapter-58,novelguide
257,0.18683968449128854,12,bleak-house-chapter-59,novelguide
258,0.26288057919821844,9,bleak-house-chapter-60,novelguide
259,0.18388785560926815,9,bleak-house-chapter-61,novelguide
260,0.16580600986842275,5,bleak-house-chapter-62,novelguide
261,0.2254600801616163,7,bleak-house-chapter-63,novelguide
262,0.2491891962376048,9,bleak-house-chapter-64,novelguide
263,0.21465604495829949,8,bleak-house-chapter-65,novelguide
264,0.19787372924663416,4,bleak-house-chapter-66,novelguide
265,0.21053064757192633,7,bleak-house-chapter-67,novelguide
266,0.22647701255150685,8,the-adventures-of-huckleberry-finn-chapter-1,cliffnotes
267,0.22285397384558522,10,the-adventures-of-huckleberry-finn-chapter-2,cliffnotes
268,0.19532249583383518,5,the-adventures-of-huckleberry-finn-chapter-3,cliffnotes
269,0.23969681669221046,7,the-adventures-of-huckleberry-finn-chapter-4,cliffnotes
270,0.28048349898416886,3,the-adventures-of-huckleberry-finn-chapter-7,cliffnotes
271,0.2024829331560116,7,the-adventures-of-huckleberry-finn-chapter-8,cliffnotes
272,0.23595891610777925,7,the-adventures-of-huckleberry-finn-chapter-11,cliffnotes
273,0.20506910742330708,5,the-adventures-of-huckleberry-finn-chapter-14,cliffnotes
274,0.2678758968168003,5,the-adventures-of-huckleberry-finn-chapter-24,cliffnotes
275,0.21580384180965448,11,the-adventures-of-huckleberry-finn-chapter-31,cliffnotes
276,0.1683725209586877,9,the-adventures-of-huckleberry-finn-chapter-1,sparknotes
277,0.20373407549516362,10,the-adventures-of-huckleberry-finn-chapter-2,sparknotes
278,0.15584286769887684,6,the-adventures-of-huckleberry-finn-chapter-3,sparknotes
279,0.21986560169043365,6,the-adventures-of-huckleberry-finn-chapter-4,sparknotes
280,0.20285639029716113,4,the-adventures-of-huckleberry-finn-chapter-7,sparknotes
281,0.18747450882312441,7,the-adventures-of-huckleberry-finn-chapter-8,sparknotes
282,0.19549467682727878,8,the-adventures-of-huckleberry-finn-chapter-11,sparknotes
283,0.1797839069681944,3,the-adventures-of-huckleberry-finn-chapter-14,sparknotes
284,0.23626670754656992,5,the-adventures-of-huckleberry-finn-chapter-24,sparknotes
285,0.1875427935455115,13,the-adventures-of-huckleberry-finn-chapter-31,sparknotes
286,0.21137623794547675,17,anthem-chapter-1,gradesaver
287,0.2156847348901138,10,anthem-chapter-2,gradesaver
288,0.20602326624217915,2,anthem-chapter-3,gradesaver
289,0.20258934557965816,3,anthem-chapter-4,gradesaver
290,0.23637745730329623,4,anthem-chapter-5,gradesaver
291,0.22826414121478344,3,anthem-chapter-6,gradesaver
292,0.22979751022877382,6,anthem-chapter-7,gradesaver
293,0.22100289025210795,4,anthem-chapter-8,gradesaver
294,0.21109012403743244,5,anthem-chapter-9,gradesaver
295,0.2245886235964849,3,anthem-chapter-10,gradesaver
296,0.22156677515665044,7,anthem-chapter-11,gradesaver
297,0.22161658968095538,3,anthem-chapter-12,gradesaver
298,0.15941029263625212,19,anthem-chapter-1,shmoop
299,0.17888948532928725,11,anthem-chapter-2,shmoop
300,0.2070794032512941,2,anthem-chapter-3,shmoop
301,0.17958642716421477,2,anthem-chapter-4,shmoop
302,0.19247753313759824,4,anthem-chapter-5,shmoop
303,0.18169353139312464,3,anthem-chapter-6,shmoop
304,0.21459917408035803,6,anthem-chapter-7,shmoop
305,0.18754638493387307,4,anthem-chapter-8,shmoop
306,0.19627699267551962,5,anthem-chapter-9,shmoop
307,0.17798086271059144,3,anthem-chapter-10,shmoop
308,0.21778173668795325,5,anthem-chapter-11,shmoop
309,0.1642660976136997,3,anthem-chapter-12,shmoop
310,0.1955695559459243,11,anthem-chapter-1,cliffnotes
311,0.2175187222240771,8,anthem-chapter-2,cliffnotes
312,0.22805342722094096,2,anthem-chapter-3,cliffnotes
313,0.19298153521504918,2,anthem-chapter-4,cliffnotes
314,0.20851425705819687,4,anthem-chapter-5,cliffnotes
315,0.22374524643085464,3,anthem-chapter-6,cliffnotes
316,0.2333443497476821,6,anthem-chapter-7,cliffnotes
317,0.22955089535011425,5,anthem-chapter-8,cliffnotes
318,0.20024291938308958,5,anthem-chapter-9,cliffnotes
319,0.21961574132015532,3,anthem-chapter-10,cliffnotes
320,0.2208537479701182,7,anthem-chapter-11,cliffnotes
321,0.2058890840764522,3,anthem-chapter-12,cliffnotes
322,0.2137967324477439,12,anthem-chapter-1,sparknotes
323,0.2380334093723598,10,anthem-chapter-2,sparknotes
324,0.20671787929733212,2,anthem-chapter-3,sparknotes
325,0.19989769802378243,2,anthem-chapter-4,sparknotes
326,0.2358938346392552,4,anthem-chapter-5,sparknotes
327,0.25053842690213196,3,anthem-chapter-6,sparknotes
328,0.232972077654349,5,anthem-chapter-7,sparknotes
329,0.22540270280550828,5,anthem-chapter-8,sparknotes
330,0.21485772340319065,5,anthem-chapter-9,sparknotes
331,0.23080829193938213,3,anthem-chapter-10,sparknotes
332,0.24118178742785845,7,anthem-chapter-11,sparknotes
333,0.19941263562048558,3,anthem-chapter-12,sparknotes
334,0.19877979596847212,12,anthem-chapter-1,novelguide
335,0.21505110170406305,9,anthem-chapter-2,novelguide
336,0.21773938685165106,2,anthem-chapter-3,novelguide
337,0.2023556056389734,3,anthem-chapter-4,novelguide
338,0.21237879531841525,4,anthem-chapter-5,novelguide
339,0.25003413631194654,2,anthem-chapter-6,novelguide
340,0.23625051174065742,6,anthem-chapter-7,novelguide
341,0.22715960221259462,4,anthem-chapter-8,novelguide
342,0.21591618472779803,5,anthem-chapter-9,novelguide
343,0.2608516062415652,3,anthem-chapter-10,novelguide
344,0.21648644007096426,6,anthem-chapter-11,novelguide
345,0.1910357180625485,3,anthem-chapter-12,novelguide
346,0.16306671820951588,15,ethan-frome-chapter-1-chapter-2,gradesaver
347,0.22233157895507075,14,ethan-frome-chapter-3,gradesaver
348,0.21518386831321473,27,ethan-frome-chapter-4,gradesaver
349,0.24467369330279415,13,ethan-frome-chapter-5,gradesaver
350,0.21005398434459627,7,ethan-frome-chapter-6,gradesaver
351,0.23116944110575735,21,ethan-frome-chapter-7,gradesaver
352,0.21524509695780775,21,ethan-frome-chapter-8,gradesaver
353,0.20112736416377364,23,ethan-frome-chapter-1,shmoop
354,0.20887750405048935,31,ethan-frome-chapter-2,shmoop
355,0.1763909554303737,21,ethan-frome-chapter-3,shmoop
356,0.2028642803041811,40,ethan-frome-chapter-4,shmoop
357,0.210523961017424,24,ethan-frome-chapter-5,shmoop
358,0.19175047708248588,15,ethan-frome-chapter-6,shmoop
359,0.2232345131502388,32,ethan-frome-chapter-7,shmoop
360,0.18685611720691592,21,ethan-frome-chapter-8,shmoop
361,0.24159088944032733,29,ethan-frome-chapter-9,shmoop
362,0.161216829297693,16,ethan-frome-chapter-1-chapter-2,cliffnotes
363,0.2460535822444847,11,ethan-frome-chapter-1,sparknotes
364,0.24547740456007291,18,ethan-frome-chapter-2,sparknotes
365,0.24890851030810618,9,ethan-frome-chapter-3,sparknotes
366,0.2414272487230915,25,ethan-frome-chapter-4,sparknotes
367,0.22518343295640592,13,ethan-frome-chapter-5,sparknotes
368,0.23690391913577125,10,ethan-frome-chapter-6,sparknotes
369,0.23455323899071112,27,ethan-frome-chapter-7,sparknotes
370,0.2078678952090282,20,ethan-frome-chapter-8,sparknotes
371,0.2542045094215348,36,ethan-frome-chapter-9,sparknotes
372,0.1988524793315889,22,ethan-frome-chapter-1,pinkmonkey
373,0.23293784599564818,27,ethan-frome-chapter-2,pinkmonkey
374,0.20366117048028134,21,ethan-frome-chapter-3,pinkmonkey
375,0.2212605001142935,29,ethan-frome-chapter-4,pinkmonkey
376,0.23661032922814634,19,ethan-frome-chapter-5,pinkmonkey
377,0.20750217748827954,13,ethan-frome-chapter-6,pinkmonkey
378,0.22845257427667193,38,ethan-frome-chapter-7,pinkmonkey
379,0.2183019053601254,28,ethan-frome-chapter-8,pinkmonkey
380,0.25109897368240064,41,ethan-frome-chapter-9,pinkmonkey
381,0.22421622572704056,21,ethan-frome-chapter-1,novelguide
382,0.25494536844081594,24,ethan-frome-chapter-2,novelguide
383,0.23155214303383997,20,ethan-frome-chapter-3,novelguide
384,0.23753634088377804,32,ethan-frome-chapter-4,novelguide
385,0.24943462317125897,20,ethan-frome-chapter-5,novelguide
386,0.2093923545006254,12,ethan-frome-chapter-6,novelguide
387,0.2555701486348868,31,ethan-frome-chapter-7,novelguide
388,0.21514233218567683,31,ethan-frome-chapter-8,novelguide
389,0.27204047935372494,42,ethan-frome-chapter-9,novelguide
390,0.1748843238744527,19,the-jungle-chapter-1,gradesaver
391,0.17522387340672985,17,the-jungle-chapter-2,gradesaver
392,0.18537707820703184,7,the-jungle-chapter-3,gradesaver
393,0.23115968157814726,17,the-jungle-chapter-4,gradesaver
394,0.1978521992567942,14,the-jungle-chapter-5,gradesaver
395,0.17596837807611262,10,the-jungle-chapter-6,gradesaver
396,0.16796940896146392,8,the-jungle-chapter-7,gradesaver
397,0.16819282364000507,12,the-jungle-chapter-8,gradesaver
398,0.1746708050566055,8,the-jungle-chapter-9,gradesaver
399,0.20957324506345545,16,the-jungle-chapter-10,gradesaver
400,0.17293068275631196,6,the-jungle-chapter-11,gradesaver
401,0.1919723716691927,7,the-jungle-chapter-12,gradesaver
402,0.18015794920149478,10,the-jungle-chapter-13,gradesaver
403,0.16387381742482787,9,the-jungle-chapter-14,gradesaver
404,0.2146514306051295,12,the-jungle-chapter-15,gradesaver
405,0.1798670742671393,8,the-jungle-chapter-16,gradesaver
406,0.20757884733348156,16,the-jungle-chapter-17,gradesaver
407,0.20339664067995886,10,the-jungle-chapter-18,gradesaver
408,0.22534600580937433,11,the-jungle-chapter-19,gradesaver
409,0.1776262750989632,8,the-jungle-chapter-20,gradesaver
410,0.18540965364745657,10,the-jungle-chapter-21,gradesaver
411,0.21904525225452812,17,the-jungle-chapter-22,gradesaver
412,0.18097920640790988,9,the-jungle-chapter-23,gradesaver
413,0.20212830800953271,11,the-jungle-chapter-24,gradesaver
414,0.22345424570571146,20,the-jungle-chapter-25,gradesaver
415,0.21043839969020886,13,the-jungle-chapter-26,gradesaver
416,0.2088099944553757,14,the-jungle-chapter-27,gradesaver
417,0.18653509929011247,15,the-jungle-chapter-28,gradesaver
418,0.2111578576502692,10,the-jungle-chapter-29,gradesaver
419,0.18258935391504758,9,the-jungle-chapter-30,gradesaver
420,0.20230354474834886,11,the-jungle-chapter-31,gradesaver
421,0.16344242404156714,20,the-jungle-chapter-1,shmoop
422,0.1715164676385679,20,the-jungle-chapter-2,shmoop
423,0.1716449667105462,7,the-jungle-chapter-3,shmoop
424,0.1937588513564867,21,the-jungle-chapter-4,shmoop
425,0.16811872889258594,14,the-jungle-chapter-5,shmoop
426,0.17075507777609014,11,the-jungle-chapter-6,shmoop
427,0.16497101310167786,8,the-jungle-chapter-7,shmoop
428,0.18299144616040508,13,the-jungle-chapter-8,shmoop
429,0.17688650155760247,8,the-jungle-chapter-9,shmoop
430,0.2019528095548473,17,the-jungle-chapter-10,shmoop
431,0.18010847675917005,6,the-jungle-chapter-11,shmoop
432,0.18647896320065147,7,the-jungle-chapter-12,shmoop
433,0.17761236895220736,12,the-jungle-chapter-13,shmoop
434,0.15544014011959195,10,the-jungle-chapter-14,shmoop
435,0.21058661458334713,12,the-jungle-chapter-15,shmoop
436,0.16188548599765415,8,the-jungle-chapter-16,shmoop
437,0.17863895782421801,20,the-jungle-chapter-17,shmoop
438,0.1956019556674846,10,the-jungle-chapter-18,shmoop
439,0.2052947912982177,11,the-jungle-chapter-19,shmoop
440,0.17298695879295387,8,the-jungle-chapter-20,shmoop
441,0.1750456023773177,12,the-jungle-chapter-21,shmoop
442,0.198074263510427,18,the-jungle-chapter-22,shmoop
443,0.17368138613681558,8,the-jungle-chapter-23,shmoop
444,0.19710591291310928,11,the-jungle-chapter-24,shmoop
445,0.2056348990212544,26,the-jungle-chapter-25,shmoop
446,0.19158229495072462,19,the-jungle-chapter-26,shmoop
447,0.19760005311947107,19,the-jungle-chapter-27,shmoop
