,bert,number of Unique sentences,chapter-title,source
4905,0.5555679202079773,3,candide-chapter-26,sparknotes
4906,0.6503919959068298,4,candide-chapter-27,sparknotes
4907,0.6203773021697998,5,candide-chapter-28,sparknotes
4908,0.6430772542953491,3,candide-chapter-29,sparknotes
4909,0.7011460065841675,19,candide-chapter-30,sparknotes
4910,0.6622819900512695,6,candide-chapter-1,novelguide
4911,0.6650053858757019,4,candide-chapter-2,novelguide
4912,0.6643470525741577,7,candide-chapter-3,novelguide
4913,0.6817998886108398,7,candide-chapter-4,novelguide
4914,0.7284914255142212,5,candide-chapter-5,novelguide
4915,0.626001238822937,4,candide-chapter-6,novelguide
4916,0.5658215880393982,2,candide-chapter-7,novelguide
4917,0.6526205539703369,4,candide-chapter-8,novelguide
4918,0.6859692335128784,4,candide-chapter-9,novelguide
4919,0.6390199065208435,5,candide-chapter-10,novelguide
4920,0.6779805421829224,7,candide-chapter-11,novelguide
4921,0.6863678097724915,7,candide-chapter-12,novelguide
4922,0.673593282699585,5,candide-chapter-13,novelguide
4923,0.6597092151641846,7,candide-chapter-14,novelguide
4924,0.7497963905334473,3,candide-chapter-25,novelguide
4925,0.6304249167442322,3,candide-chapter-26,novelguide
4926,0.6016775369644165,4,candide-chapter-27,novelguide
4927,0.6649742126464844,5,candide-chapter-28,novelguide
4928,0.7061612606048584,7,paradise-lost-book-1,gradesaver
4929,0.7079601883888245,22,paradise-lost-book-2,gradesaver
4930,0.7215163111686707,14,paradise-lost-book-3,gradesaver
4931,0.7212759852409363,19,paradise-lost-book-4,gradesaver
4932,0.6977254748344421,17,paradise-lost-book-5,gradesaver
4933,0.7024629712104797,17,paradise-lost-book-6,gradesaver
4934,0.7452461123466492,4,paradise-lost-book-7,gradesaver
4935,0.7058903574943542,14,paradise-lost-book-8,gradesaver
4936,0.6778971552848816,14,paradise-lost-book-9,gradesaver
4937,0.7176501154899597,26,paradise-lost-book-10,gradesaver
4938,0.5987646579742432,9,paradise-lost-book-1,shmoop
4939,0.6409921050071716,31,paradise-lost-book-2,shmoop
4940,0.6688897609710693,24,paradise-lost-book-3,shmoop
4941,0.6547790169715881,36,paradise-lost-book-4,shmoop
4942,0.6425556540489197,27,paradise-lost-book-5,shmoop
4943,0.6626083850860596,23,paradise-lost-book-6,shmoop
4944,0.5956224799156189,17,paradise-lost-book-7,shmoop
4945,0.6513460278511047,16,paradise-lost-book-8,shmoop
4946,0.6435079574584961,20,paradise-lost-book-9,shmoop
4947,0.7100021839141846,36,paradise-lost-book-10,shmoop
4948,0.6982867121696472,7,paradise-lost-book-1,cliffnotes
4949,0.7691760659217834,8,paradise-lost-book-2,cliffnotes
4950,0.7841005921363831,10,paradise-lost-book-3,cliffnotes
4951,0.7072282433509827,22,paradise-lost-book-4,cliffnotes
4952,0.7411286234855652,13,paradise-lost-book-5,cliffnotes
4953,0.7560598850250244,9,paradise-lost-book-6,cliffnotes
4954,0.7640512585639954,8,paradise-lost-book-7,cliffnotes
4955,0.7274777889251709,18,paradise-lost-book-8,cliffnotes
4956,0.6866874098777771,15,paradise-lost-book-9,cliffnotes
4957,0.7548472285270691,33,paradise-lost-book-10,cliffnotes
4958,0.6875943541526794,6,paradise-lost-book-1,sparknotes
4959,0.7175315022468567,9,paradise-lost-book-2,sparknotes
4960,0.7127132415771484,15,paradise-lost-book-3,sparknotes
4961,0.6923660635948181,24,paradise-lost-book-4,sparknotes
4962,0.6975019574165344,13,paradise-lost-book-5,sparknotes
4963,0.7431033253669739,11,paradise-lost-book-6,sparknotes
4964,0.6918787360191345,9,paradise-lost-book-7,sparknotes
4965,0.726650059223175,16,paradise-lost-book-8,sparknotes
4966,0.6904392838478088,15,paradise-lost-book-9,sparknotes
4967,0.7641701698303223,28,paradise-lost-book-10,sparknotes
4968,0.7057762145996094,5,northanger-abbey-chapter-1,gradesaver
4969,0.7365846633911133,7,northanger-abbey-chapter-2,gradesaver
4970,0.6865499019622803,6,northanger-abbey-chapter-3,gradesaver
4971,0.6984264254570007,7,northanger-abbey-chapter-4,gradesaver
4972,0.6602952480316162,7,northanger-abbey-chapter-5,gradesaver
4973,0.659896731376648,5,northanger-abbey-chapter-6,gradesaver
4974,0.6847869157791138,5,northanger-abbey-chapter-7,gradesaver
4975,0.6932430267333984,9,northanger-abbey-chapter-9,gradesaver
4976,0.7308312058448792,15,northanger-abbey-chapter-10,gradesaver
4977,0.6975424289703369,8,northanger-abbey-chapter-11,gradesaver
4978,0.7531327605247498,8,northanger-abbey-chapter-12,gradesaver
4979,0.734994649887085,8,northanger-abbey-chapter-13,gradesaver
4980,0.7370380163192749,11,northanger-abbey-chapter-14,gradesaver
4981,0.7245734930038452,6,northanger-abbey-chapter-15,gradesaver
4982,0.6098263263702393,5,northanger-abbey-chapter-8,gradesaver
4983,0.7075246572494507,2,northanger-abbey-chapter-16,gradesaver
4984,0.6505650281906128,11,northanger-abbey-chapter-1,shmoop
4985,0.6270934343338013,11,northanger-abbey-chapter-2,shmoop
4986,0.6214749813079834,10,northanger-abbey-chapter-3,shmoop
