,chrf,number of Unique sentences,chapter-title,source
103,0.1521880931095235,7,bleak-house-chapter-35,cliffnotes
104,0.1455688641846104,5,bleak-house-chapter-36,cliffnotes
105,0.124840355186839,7,bleak-house-chapter-37,cliffnotes
106,0.11349224316233499,3,bleak-house-chapter-38,cliffnotes
107,0.1096087720110962,4,bleak-house-chapter-39,cliffnotes
108,0.17597863897256646,4,bleak-house-chapter-40,cliffnotes
109,0.18172736701027672,5,bleak-house-chapter-41,cliffnotes
110,0.13591355947513992,3,bleak-house-chapter-42,cliffnotes
111,0.14062896431902813,8,bleak-house-chapter-43,cliffnotes
112,0.13226750432039472,6,bleak-house-chapter-44,cliffnotes
113,0.15756932903644766,6,bleak-house-chapter-45,cliffnotes
114,0.12069406445904536,7,bleak-house-chapter-46,cliffnotes
115,0.15064003526257008,7,bleak-house-chapter-47,cliffnotes
116,0.13559448842527164,5,bleak-house-chapter-48,cliffnotes
117,0.16614282617862008,6,bleak-house-chapter-49,cliffnotes
118,0.12404886816837953,5,bleak-house-chapter-50,cliffnotes
119,0.12428976454004172,6,bleak-house-chapter-51,cliffnotes
120,0.17782180376389958,3,bleak-house-chapter-52,cliffnotes
121,0.18100289989556353,5,bleak-house-chapter-55,cliffnotes
122,0.11707609798499258,5,bleak-house-chapter-56,cliffnotes
123,0.21791208057426115,5,bleak-house-chapter-57,cliffnotes
124,0.21411964629869265,6,bleak-house-chapter-58,cliffnotes
125,0.14326564530879,8,bleak-house-chapter-59,cliffnotes
126,0.15957759467929103,5,bleak-house-chapter-60,cliffnotes
127,0.16343667364006997,7,bleak-house-chapter-61,cliffnotes
128,0.14459239058953455,4,bleak-house-chapter-62,cliffnotes
129,0.17487658735009134,3,bleak-house-chapter-63,cliffnotes
130,0.17357765404986814,6,bleak-house-chapter-64,cliffnotes
131,0.12790942591135593,6,bleak-house-chapter-67,cliffnotes
132,0.10633132341793215,7,bleak-house-chapter-1,sparknotes
133,0.1356660935678848,3,bleak-house-chapter-2,sparknotes
134,0.16642072446418066,15,bleak-house-chapter-3,sparknotes
135,0.12530524922357253,7,bleak-house-chapter-4,sparknotes
136,0.14177591332717046,10,bleak-house-chapter-5,sparknotes
137,0.1524079999909376,13,bleak-house-chapter-6,sparknotes
138,0.17579772972786512,13,bleak-house-chapter-7,sparknotes
139,0.14462757226049847,21,bleak-house-chapter-8,sparknotes
140,0.13755143579686196,11,bleak-house-chapter-9,sparknotes
141,0.1593965369351951,9,bleak-house-chapter-10,sparknotes
142,0.1334256845819866,11,bleak-house-chapter-11,sparknotes
143,0.1249950662592007,10,bleak-house-chapter-12,sparknotes
144,0.17735472205068378,12,bleak-house-chapter-13,sparknotes
145,0.13263981613185086,12,bleak-house-chapter-14,sparknotes
146,0.1109050924300428,11,bleak-house-chapter-15,sparknotes
147,0.15838341492814106,8,bleak-house-chapter-16,sparknotes
148,0.1399156706279188,14,bleak-house-chapter-17,sparknotes
149,0.13421166515588073,15,bleak-house-chapter-18,sparknotes
150,0.13855735077902462,9,bleak-house-chapter-19,sparknotes
151,0.13759487266612977,9,bleak-house-chapter-20,sparknotes
152,0.12918274045573727,9,bleak-house-chapter-21,sparknotes
