,bleu,number of Unique sentences,chapter-title,source
0,0.2701671801055576,5,Dracula.chapter 1,gradesaver
1,0.29918094050837973,13,Dracula.chapter 2,gradesaver
2,0.3156229446911417,14,Dracula.chapter 3,gradesaver
3,0.3006252510053383,22,Dracula.chapter 4,gradesaver
4,0.28930842177308247,6,Dracula.chapter 5,gradesaver
5,0.2741659070900366,11,Dracula.chapter 6,gradesaver
6,0.30414557555930233,9,Dracula.chapter 7,gradesaver
7,0.31690098195198274,13,Dracula.chapter 8,gradesaver
8,0.29469944571960743,14,Dracula.chapter 9,gradesaver
9,0.3500780092446175,7,Dracula.chapter 10,gradesaver
10,0.3345740426296554,17,Dracula.chapter 11,gradesaver
11,0.32540938679052445,16,Dracula.chapter 12,gradesaver
12,0.309629127259723,10,Dracula.chapter 13,gradesaver
13,0.31827127873453775,7,Dracula.chapter 14,gradesaver
14,0.3069328120656868,11,Dracula.chapter 15,gradesaver
15,0.3219880802316929,13,Dracula.chapter 16,gradesaver
16,0.28587115109660666,5,Dracula.chapter 17,gradesaver
17,0.2594076464134851,8,Dracula.chapter 18,gradesaver
18,0.27183538834916154,9,Dracula.chapter 19,gradesaver
19,0.29879075696326773,8,Dracula.chapter 20,gradesaver
20,0.30729776961673555,9,Dracula.chapter 21,gradesaver
21,0.2911313533493306,8,Dracula.chapter 22,gradesaver
22,0.30024122911401074,9,Dracula.chapter 23,gradesaver
23,0.27358159672639515,10,Dracula.chapter 24,gradesaver
24,0.3134915020526592,11,Dracula.chapter 25,gradesaver
25,0.2870304954033771,11,Dracula.chapter 26,gradesaver
26,0.3026192378083076,13,Dracula.chapter 27,gradesaver
27,0.24556871634719105,6,Dracula.chapter 1,shmoop
28,0.3011022297297206,12,Dracula.chapter 2,shmoop
29,0.2852199855569253,14,Dracula.chapter 3,shmoop
30,0.31392263699847905,18,Dracula.chapter 4,shmoop
31,0.2533776370936542,10,Dracula.chapter 5,shmoop
32,0.2629491448441782,12,Dracula.chapter 6,shmoop
33,0.2586767876064011,10,Dracula.chapter 7,shmoop
34,0.29500760319039887,16,Dracula.chapter 8,shmoop
35,0.256109165966785,15,Dracula.chapter 9,shmoop
36,0.29389359078256927,12,Dracula.chapter 10,shmoop
37,0.31173571010075596,19,Dracula.chapter 11,shmoop
38,0.3056991241077748,19,Dracula.chapter 12,shmoop
39,0.30167040573863996,9,Dracula.chapter 13,shmoop
40,0.30822880743378855,6,Dracula.chapter 14,shmoop
41,0.28182789717910794,9,Dracula.chapter 15,shmoop
42,0.29973744656032947,11,Dracula.chapter 16,shmoop
43,0.23710572609771574,6,Dracula.chapter 17,shmoop
44,0.25538288651151714,9,Dracula.chapter 18,shmoop
45,0.23149182419077446,14,Dracula.chapter 19,shmoop
46,0.2539869178965847,10,Dracula.chapter 20,shmoop
47,0.3124692311673086,10,Dracula.chapter 21,shmoop
48,0.25426029205402034,11,Dracula.chapter 22,shmoop
49,0.2617060178373123,9,Dracula.chapter 23,shmoop
50,0.2608446679183558,14,Dracula.chapter 24,shmoop
51,0.2322707883252621,11,Dracula.chapter 25,shmoop
52,0.24172242953225936,14,Dracula.chapter 26,shmoop
53,0.29096605354454663,14,Dracula.chapter 27,shmoop
54,0.25075676413404646,6,Dracula.chapter 1,cliffnotes
55,0.25151223073188084,7,Dracula.chapter 1,novelguide
56,0.2994405308418959,15,Dracula.chapter 2,novelguide
57,0.31320691847592963,13,Dracula.chapter 3,novelguide
58,0.32159181532869036,17,Dracula.chapter 4,novelguide
59,0.30355638752420977,10,Dracula.chapter 5,novelguide
60,0.2583297227490089,9,Dracula.chapter 6,novelguide
61,0.28443959447723244,8,Dracula.chapter 7,novelguide
62,0.3421122989610638,10,Dracula.chapter 8,novelguide
63,0.290954641404906,14,Dracula.chapter 9,novelguide
64,0.34290650942501333,9,Dracula.chapter 10,novelguide
65,0.33368022810580933,19,Dracula.chapter 11,novelguide
66,0.33191733115414723,15,Dracula.chapter 12,novelguide
67,0.2780096365839143,10,Dracula.chapter 13,novelguide
68,0.3239404232068219,7,Dracula.chapter 14,novelguide
69,0.3053394468412528,6,Dracula.chapter 15,novelguide
70,0.3363586890315462,9,Dracula.chapter 16,novelguide
71,0.3162246129834593,6,Dracula.chapter 17,novelguide
72,0.26247231185855346,8,Dracula.chapter 18,novelguide
73,0.2454865342356905,11,Dracula.chapter 19,novelguide
74,0.27290122477416623,7,Dracula.chapter 20,novelguide
75,0.33366411091204895,10,Dracula.chapter 21,novelguide
76,0.25588114509893056,10,Dracula.chapter 22,novelguide
77,0.25953273471967464,12,Dracula.chapter 23,novelguide
78,0.28467465457254665,14,Dracula.chapter 24,novelguide
79,0.2696406267578658,10,Dracula.chapter 25,novelguide
80,0.2864359647347733,10,Dracula.chapter 26,novelguide
81,0.30483855858943054,11,Dracula.chapter 27,novelguide
82,0.3592912735083249,5,Jane Eyre.volume 1.chapter 1,gradesaver
83,0.31643592100440543,4,Jane Eyre.volume 1.chapter 2,gradesaver
84,0.34771836983493776,6,Jane Eyre.volume 1.chapter 3,gradesaver
85,0.3604137822289865,5,Jane Eyre.volume 1.chapter 4,gradesaver
86,0.3331366882654576,7,Jane Eyre.volume 1.chapter 5,gradesaver
87,0.27854078934221255,5,Jane Eyre.volume 1.chapter 6,gradesaver
88,0.35239850991422267,4,Jane Eyre.volume 1.chapter 7,gradesaver
89,0.33078866926909717,6,Jane Eyre.volume 1.chapter 8,gradesaver
90,0.3637224030089345,6,Jane Eyre.volume 1.chapter 9,gradesaver
91,0.3903342655130693,9,Jane Eyre.volume 1.chapter 10,gradesaver
92,0.3675702992553261,7,Jane Eyre.volume 1.chapter 11,gradesaver
93,0.32451687066504536,7,Jane Eyre.volume 1.chapter 12,gradesaver
94,0.3271393558820939,5,Jane Eyre.volume 1.chapter 13,gradesaver
95,0.3329040796216583,3,Jane Eyre.volume 1.chapter 14,gradesaver
96,0.33322907349431585,9,Jane Eyre.volume 1.chapter 15,gradesaver
97,0.27517705807104387,7,Jane Eyre.volume 1.chapter 1,shmoop
98,0.22433238296844804,7,Jane Eyre.volume 1.chapter 2,shmoop
99,0.262280686079505,8,Jane Eyre.volume 1.chapter 3,shmoop
100,0.2512009162195428,13,Jane Eyre.volume 1.chapter 4,shmoop
101,0.24743931158978752,14,Jane Eyre.volume 1.chapter 5,shmoop
102,0.24137450123401283,5,Jane Eyre.volume 1.chapter 6,shmoop
103,0.20900872147385977,8,Jane Eyre.volume 1.chapter 7,shmoop
104,0.24709123527827398,8,Jane Eyre.volume 1.chapter 8,shmoop
105,0.25142060720241827,11,Jane Eyre.volume 1.chapter 9,shmoop
106,0.2749207892252492,12,Jane Eyre.volume 1.chapter 10,shmoop
107,0.2901765769318828,17,Jane Eyre.volume 1.chapter 11,shmoop
108,0.28116840091976136,11,Jane Eyre.volume 1.chapter 12,shmoop
109,0.26098168448752945,7,Jane Eyre.volume 1.chapter 13,shmoop
110,0.26415795020506183,7,Jane Eyre.volume 1.chapter 14,shmoop
111,0.28455285750281767,17,Jane Eyre.volume 1.chapter 15,shmoop
112,0.34373521832328724,6,Jane Eyre.volume 1.chapter 1,cliffnotes
113,0.32219051231346263,8,Jane Eyre.volume 1.chapter 4,cliffnotes
114,0.31501356167164063,8,Jane Eyre.volume 1.chapter 5,cliffnotes
115,0.3065096445443849,7,Jane Eyre.volume 1.chapter 8,cliffnotes
116,0.29440722912857475,6,Jane Eyre.volume 1.chapter 9,cliffnotes
117,0.3394761322198171,8,Jane Eyre.volume 1.chapter 10,cliffnotes
118,0.3442936926525348,9,Jane Eyre.volume 1.chapter 11,cliffnotes
119,0.32815316902228303,7,Jane Eyre.volume 1.chapter 12,cliffnotes
120,0.2763322010331007,6,Jane Eyre.volume 1.chapter 13,cliffnotes
121,0.2817253262306779,7,Jane Eyre.volume 2.chapter 16,cliffnotes
122,0.3473013444884576,12,Jane Eyre.volume 2.chapter 17,cliffnotes
123,0.2812643758893843,14,Jane Eyre.volume 2.chapter 20,cliffnotes
124,0.3213324587928655,12,Jane Eyre.volume 2.chapter 21,cliffnotes
125,0.2948412327254264,4,Jane Eyre.volume 2.chapter 22,cliffnotes
126,0.29809521613134327,9,Jane Eyre.volume 2.chapter 23,cliffnotes
127,0.31815605138822994,10,Jane Eyre.volume 3.chapter 26,cliffnotes
128,0.3046858548371698,12,Jane Eyre.volume 3.chapter 27,cliffnotes
129,0.3141921158837244,6,Jane Eyre.volume 3.chapter 30,cliffnotes
130,0.24790599660652318,8,Jane Eyre.volume 3.chapter 31,cliffnotes
131,0.3274918085914412,8,Jane Eyre.volume 3.chapter 32,cliffnotes
132,0.3045614324240721,8,Jane Eyre.volume 3.chapter 33,cliffnotes
133,0.3072337714790261,12,Jane Eyre.volume 3.chapter 34,cliffnotes
134,0.32039633166004555,13,Jane Eyre.volume 3.chapter 35,cliffnotes
135,0.32262213912030696,10,Jane Eyre.volume 3.chapter 36,cliffnotes
136,0.3587308875749336,10,Jane Eyre.volume 3.chapter 37,cliffnotes
137,0.3067347062134952,7,Jane Eyre.volume 3.chapter 38,cliffnotes
138,0.3717305720451799,6,Jane Eyre.volume 1.chapter 1,sparknotes
139,0.3444064646958324,3,Jane Eyre.volume 1.chapter 2,sparknotes
140,0.3380626748385671,5,Jane Eyre.volume 1.chapter 3,sparknotes
141,0.28939692672155504,9,Jane Eyre.volume 1.chapter 4,sparknotes
142,0.3614020246372021,4,Jane Eyre.volume 1.chapter 5,sparknotes
143,0.3021464049928064,5,Jane Eyre.volume 1.chapter 6,sparknotes
144,0.3476341993130008,2,Jane Eyre.volume 1.chapter 7,sparknotes
145,0.3560120570617304,5,Jane Eyre.volume 1.chapter 8,sparknotes
146,0.36862990922502387,6,Jane Eyre.volume 1.chapter 9,sparknotes
147,0.3551408951405758,8,Jane Eyre.volume 1.chapter 10,sparknotes
148,0.3215464409839401,5,Jane Eyre.volume 2.chapter 16,sparknotes
149,0.3424038059965182,9,Jane Eyre.volume 2.chapter 17,sparknotes
150,0.2759604598144878,7,Jane Eyre.volume 2.chapter 18,sparknotes
151,0.3600896002242551,5,Jane Eyre.volume 2.chapter 19,sparknotes
152,0.2923262053546403,11,Jane Eyre.volume 2.chapter 20,sparknotes
153,0.35408801677627116,6,Jane Eyre.volume 2.chapter 21,sparknotes
154,0.31406226893257294,7,Jane Eyre.volume 2.chapter 22,sparknotes
155,0.3143308924798162,7,Jane Eyre.volume 2.chapter 23,sparknotes
156,0.3112279196650938,5,Jane Eyre.volume 2.chapter 24,sparknotes
157,0.31012078525776904,8,Jane Eyre.volume 2.chapter 25,sparknotes
158,0.31043485803515575,8,Jane Eyre.volume 3.chapter 26,sparknotes
159,0.308593995528075,13,Jane Eyre.volume 3.chapter 27,sparknotes
160,0.3181753013441041,9,Jane Eyre.volume 3.chapter 28,sparknotes
161,0.2839646136005252,6,Jane Eyre.volume 3.chapter 29,sparknotes
162,0.3486866712141591,6,Jane Eyre.volume 3.chapter 30,sparknotes
163,0.29873646716976887,5,Jane Eyre.volume 3.chapter 31,sparknotes
164,0.3472854970778444,7,Jane Eyre.volume 3.chapter 32,sparknotes
165,0.3003834920641913,6,Jane Eyre.volume 3.chapter 33,sparknotes
166,0.34973687661848474,7,Jane Eyre.volume 3.chapter 34,sparknotes
167,0.35530928908441156,6,Jane Eyre.volume 3.chapter 35,sparknotes
168,0.36184019348479834,5,Jane Eyre.volume 3.chapter 36,sparknotes
169,0.3885712524856214,9,Jane Eyre.volume 3.chapter 37,sparknotes
170,0.31626758544434785,5,Jane Eyre.volume 3.chapter 38,sparknotes
171,0.2284001748868456,8,Jane Eyre.volume 2.chapter 19,bookwolf
172,0.2861628482856971,8,Jane Eyre.volume 2.chapter 20,bookwolf
173,0.304204791942058,10,Jane Eyre.volume 2.chapter 21,bookwolf
174,0.2923505493716036,6,Jane Eyre.volume 2.chapter 22,bookwolf
175,0.30357573952140005,10,Jane Eyre.volume 3.chapter 26,bookwolf
176,0.3727005188642232,4,Jane Eyre.volume 1.chapter 1,novelguide
177,0.28478066189079143,4,Jane Eyre.volume 1.chapter 2,novelguide
178,0.32365151797502384,5,Jane Eyre.volume 1.chapter 3,novelguide
179,0.3277153258414528,8,Jane Eyre.volume 1.chapter 4,novelguide
180,0.30333369493493123,5,Jane Eyre.volume 1.chapter 5,novelguide
181,0.30824490253666037,4,Jane Eyre.volume 1.chapter 6,novelguide
182,0.309310822634295,2,Jane Eyre.volume 1.chapter 7,novelguide
183,0.336666534599124,4,Jane Eyre.volume 1.chapter 8,novelguide
184,0.3259033682700835,3,Jane Eyre.volume 1.chapter 9,novelguide
185,0.33608666350903305,7,Jane Eyre.volume 1.chapter 10,novelguide
186,0.32982897796188276,9,Jane Eyre.volume 1.chapter 11,novelguide
187,0.33348729204708194,7,Jane Eyre.volume 1.chapter 12,novelguide
188,0.27797294519706,6,Jane Eyre.volume 1.chapter 13,novelguide
189,0.3700287383260459,6,Jane Eyre.volume 1.chapter 14,novelguide
190,0.3228561940408825,16,Jane Eyre.volume 1.chapter 15,novelguide
191,0.29271778925623737,5,Jane Eyre.volume 2.chapter 16,novelguide
192,0.2946482757941328,9,Jane Eyre.volume 2.chapter 17,novelguide
193,0.2438087862893312,7,Jane Eyre.volume 2.chapter 18,novelguide
194,0.3067417330061155,5,Jane Eyre.volume 2.chapter 19,novelguide
195,0.28040146140131916,8,Jane Eyre.volume 2.chapter 20,novelguide
196,0.29310931646719246,9,Jane Eyre.volume 2.chapter 21,novelguide
197,0.33819380054811105,4,Jane Eyre.volume 2.chapter 22,novelguide
198,0.3024501174693448,7,Jane Eyre.volume 2.chapter 23,novelguide
199,0.29444826986134426,6,Jane Eyre.volume 2.chapter 24,novelguide
200,0.3102468420790208,10,Jane Eyre.volume 2.chapter 25,novelguide
201,0.2984021428121009,10,Jane Eyre.volume 3.chapter 26,novelguide
202,0.28953662445906947,14,Jane Eyre.volume 3.chapter 27,novelguide
203,0.32325154348352886,10,Jane Eyre.volume 3.chapter 28,novelguide
204,0.24184813369585906,6,Jane Eyre.volume 3.chapter 29,novelguide
205,0.29327596823363605,7,Jane Eyre.volume 3.chapter 30,novelguide
206,0.26514147195533144,4,Jane Eyre.volume 3.chapter 31,novelguide
207,0.32932591164929836,7,Jane Eyre.volume 3.chapter 32,novelguide
208,0.26998114995522177,6,Jane Eyre.volume 3.chapter 33,novelguide
209,0.29182816279392126,7,Jane Eyre.volume 3.chapter 34,novelguide
210,0.3204094272098188,6,Jane Eyre.volume 3.chapter 35,novelguide
211,0.32893112713751915,6,Jane Eyre.volume 3.chapter 36,novelguide
212,0.3130807807333648,12,Jane Eyre.volume 3.chapter 37,novelguide
213,0.32105004786996005,6,Jane Eyre.volume 3.chapter 38,novelguide
214,0.26927616895532425,9,Adam Bede.book 1.chapter 1,gradesaver
215,0.2721532449445325,11,Adam Bede.book 1.chapter 2,gradesaver
216,0.22947505834526352,4,Adam Bede.book 1.chapter 3,gradesaver
217,0.2736688962991958,10,Adam Bede.book 1.chapter 4,gradesaver
218,0.24274141005190653,10,Adam Bede.book 1.chapter 5,gradesaver
219,0.2866456006979628,7,Adam Bede.book 1.chapter 6,gradesaver
220,0.24277839279561078,4,Adam Bede.book 1.chapter 7,gradesaver
221,0.25618615942031403,5,Adam Bede.book 1.chapter 8,gradesaver
222,0.2545040928246451,6,Adam Bede.book 1.chapter 9,gradesaver
223,0.2748681900967366,6,Adam Bede.book 1.chapter 10,gradesaver
224,0.29253261899909627,7,Adam Bede.book 1.chapter 11,gradesaver
225,0.2844848811288865,7,Adam Bede.book 1.chapter 12,gradesaver
226,0.27050389606461106,7,Adam Bede.book 1.chapter 13,gradesaver
227,0.281362990898465,7,Adam Bede.book 1.chapter 14,gradesaver
228,0.28744290013554874,11,Adam Bede.book 1.chapter 15,gradesaver
229,0.2789051734329916,7,Adam Bede.book 1.chapter 16,gradesaver
230,0.2211969765487724,5,Adam Bede.book 2.chapter 17,gradesaver
231,0.2568230397502296,6,Adam Bede.book 2.chapter 18,gradesaver
232,0.22223363367213028,9,Adam Bede.book 2.chapter 19,gradesaver
233,0.28014588566067045,10,Adam Bede.book 2.chapter 20,gradesaver
234,0.275152171064808,8,Adam Bede.book 2.chapter 21,gradesaver
235,0.26330022254661467,7,Adam Bede.book 3.chapter 22,gradesaver
236,0.2716411758380539,5,Adam Bede.book 3.chapter 23,gradesaver
237,0.2624930464883284,9,Adam Bede.book 3.chapter 24,gradesaver
238,0.22639352445414038,8,Adam Bede.book 3.chapter 25,gradesaver
239,0.29905303855900306,10,Adam Bede.book 3.chapter 26,gradesaver
240,0.2892720950472422,10,Adam Bede.book 4.chapter 27,gradesaver
241,0.27913454225021206,7,Adam Bede.book 4.chapter 28,gradesaver
242,0.27029212155737825,9,Adam Bede.book 4.chapter 29,gradesaver
243,0.3115125360620634,14,Adam Bede.book 4.chapter 30,gradesaver
244,0.2725028453114869,7,Adam Bede.book 4.chapter 31,gradesaver
245,0.23890634775320563,7,Adam Bede.book 4.chapter 32,gradesaver
246,0.239562865983438,6,Adam Bede.book 4.chapter 33,gradesaver
247,0.2948442428103213,7,Adam Bede.book 4.chapter 34,gradesaver
248,0.27273943853305643,5,Adam Bede.book 4.chapter 35,gradesaver
249,0.30211512850777167,9,Adam Bede.book 5.chapter 36,gradesaver
250,0.2988867676341946,10,Adam Bede.book 5.chapter 37,gradesaver
251,0.2907547837363021,12,Adam Bede.book 5.chapter 38,gradesaver
252,0.28329554035585924,7,Adam Bede.book 5.chapter 39,gradesaver
253,0.2837507971200377,15,Adam Bede.book 5.chapter 40,gradesaver
254,0.27051975239472376,8,Adam Bede.book 5.chapter 41,gradesaver
255,0.2660889428768045,5,Adam Bede.book 5.chapter 42,gradesaver
256,0.2798928100867286,15,Adam Bede.book 5.chapter 43,gradesaver
257,0.2868079434164966,5,Adam Bede.book 5.chapter 44,gradesaver
258,0.2807771585474953,12,Adam Bede.book 5.chapter 45,gradesaver
259,0.294596756059861,2,Adam Bede.book 5.chapter 47,gradesaver
260,0.2857029912960002,10,Adam Bede.book 5.chapter 48,gradesaver
261,0.3129347739562114,7,Adam Bede.book 6.chapter 49,gradesaver
262,0.28461588277453187,9,Adam Bede.book 6.chapter 50,gradesaver
263,0.30324822054102646,8,Adam Bede.book 6.chapter 51,gradesaver
264,0.2833940153035814,9,Adam Bede.book 6.chapter 52,gradesaver
265,0.2237856439611255,6,Adam Bede.book 6.chapter 53,gradesaver
266,0.3343376126273519,6,Adam Bede.book 6.chapter 54,gradesaver
267,0.25992902669611395,7,Adam Bede.book 6.chapter 55,gradesaver
268,0.24207699855853126,6,Adam Bede.book 1.chapter 1,shmoop
269,0.24468151618042244,9,Adam Bede.book 1.chapter 2,shmoop
270,0.20909784409332513,9,Adam Bede.book 1.chapter 3,shmoop
271,0.23991202780823406,14,Adam Bede.book 1.chapter 4,shmoop
272,0.2327900541814662,11,Adam Bede.book 1.chapter 5,shmoop
273,0.201090305881532,8,Adam Bede.book 1.chapter 6,shmoop
274,0.21129836745647126,7,Adam Bede.book 1.chapter 7,shmoop
275,0.2085781815424735,8,Adam Bede.book 1.chapter 8,shmoop
276,0.1832874467730025,13,Adam Bede.book 1.chapter 9,shmoop
277,0.22253755595102467,11,Adam Bede.book 1.chapter 10,shmoop
278,0.2064248712649587,12,Adam Bede.book 1.chapter 11,shmoop
279,0.20341946441856437,10,Adam Bede.book 1.chapter 12,shmoop
280,0.22275548160636638,7,Adam Bede.book 1.chapter 13,shmoop
281,0.24867486639221745,10,Adam Bede.book 1.chapter 14,shmoop
282,0.2605193071111461,13,Adam Bede.book 1.chapter 15,shmoop
283,0.227376378599756,13,Adam Bede.book 1.chapter 16,shmoop
284,0.1836247938604587,9,Adam Bede.book 2.chapter 17,shmoop
285,0.22655059932476274,12,Adam Bede.book 2.chapter 18,shmoop
286,0.19064305346718122,8,Adam Bede.book 2.chapter 19,shmoop
287,0.25132014125774804,16,Adam Bede.book 2.chapter 20,shmoop
288,0.239536450925126,11,Adam Bede.book 2.chapter 21,shmoop
289,0.2036923830619336,8,Adam Bede.book 3.chapter 22,shmoop
290,0.23236187936949157,6,Adam Bede.book 3.chapter 23,shmoop
291,0.21165621407572055,8,Adam Bede.book 3.chapter 24,shmoop
292,0.21870808744029122,9,Adam Bede.book 3.chapter 25,shmoop
293,0.2665764290632709,10,Adam Bede.book 3.chapter 26,shmoop
294,0.2634110896081308,15,Adam Bede.book 4.chapter 27,shmoop
295,0.24945272730208012,9,Adam Bede.book 4.chapter 28,shmoop
296,0.26579386348952516,6,Adam Bede.book 4.chapter 29,shmoop
297,0.2299097719502582,12,Adam Bede.book 4.chapter 30,shmoop
298,0.20224085754264512,9,Adam Bede.book 4.chapter 31,shmoop
299,0.19925433173008456,7,Adam Bede.book 4.chapter 32,shmoop
300,0.22182452429239552,10,Adam Bede.book 4.chapter 33,shmoop
301,0.22073802528311845,13,Adam Bede.book 4.chapter 34,shmoop
302,0.22240654041755153,11,Adam Bede.book 4.chapter 35,shmoop
303,0.2604827084600402,6,Adam Bede.book 5.chapter 36,shmoop
304,0.2508540331336921,11,Adam Bede.book 5.chapter 37,shmoop
305,0.24592784028640874,16,Adam Bede.book 5.chapter 38,shmoop
306,0.2401557885566189,13,Adam Bede.book 5.chapter 39,shmoop
307,0.20534768690701244,21,Adam Bede.book 5.chapter 40,shmoop
308,0.20146036100019918,11,Adam Bede.book 5.chapter 41,shmoop
309,0.20481508596224027,13,Adam Bede.book 5.chapter 42,shmoop
310,0.23669182975918845,14,Adam Bede.book 5.chapter 43,shmoop
311,0.22570153227064113,9,Adam Bede.book 5.chapter 44,shmoop
312,0.2434912636527642,14,Adam Bede.book 5.chapter 45,shmoop
313,0.24847938614225512,13,Adam Bede.book 5.chapter 46,shmoop
314,0.2101975366825061,5,Adam Bede.book 5.chapter 47,shmoop
315,0.22799078148405058,11,Adam Bede.book 5.chapter 48,shmoop
316,0.2158969382605742,11,Adam Bede.book 6.chapter 49,shmoop
317,0.2603054896849308,13,Adam Bede.book 6.chapter 50,shmoop
318,0.22502886909602646,15,Adam Bede.book 6.chapter 51,shmoop
319,0.2151274545978823,9,Adam Bede.book 6.chapter 52,shmoop
320,0.1950016139521446,8,Adam Bede.book 6.chapter 53,shmoop
321,0.23253692904315418,10,Adam Bede.book 6.chapter 54,shmoop
322,0.20913873274626757,7,Adam Bede.book 6.chapter 55,shmoop
323,0.2019789848150744,7,Adam Bede.epilogue.chapter 56,shmoop
324,0.29116606495683367,7,Adam Bede.book 1.chapter 1,cliffnotes
325,0.29047187696492704,6,Adam Bede.book 1.chapter 2,cliffnotes
326,0.2477455424286294,4,Adam Bede.book 1.chapter 3,cliffnotes
327,0.3039675654844049,10,Adam Bede.book 1.chapter 4,cliffnotes
328,0.34057523694658043,5,Adam Bede.book 1.chapter 5,cliffnotes
329,0.28807035649868923,7,Adam Bede.book 1.chapter 10,cliffnotes
330,0.2889285768149172,11,Adam Bede.book 1.chapter 11,cliffnotes
331,0.2723179079897597,8,Adam Bede.book 1.chapter 16,cliffnotes
332,0.25723614330860795,4,Adam Bede.book 2.chapter 17,cliffnotes
333,0.3071021746229587,10,Adam Bede.book 2.chapter 18,cliffnotes
334,0.28218660233612236,4,Adam Bede.book 2.chapter 19,cliffnotes
335,0.3024761081815071,8,Adam Bede.book 2.chapter 20,cliffnotes
336,0.2992239634743047,4,Adam Bede.book 2.chapter 21,cliffnotes
337,0.30896995486961426,4,Adam Bede.book 4.chapter 29,cliffnotes
338,0.25611968206229163,3,Adam Bede.book 4.chapter 32,cliffnotes
339,0.2519632251004795,5,Adam Bede.book 4.chapter 35,cliffnotes
340,0.3275295331202036,4,Adam Bede.book 5.chapter 38,cliffnotes
341,0.2723013507545323,7,Adam Bede.book 5.chapter 43,cliffnotes
342,0.29767487813562976,6,Adam Bede.book 5.chapter 44,cliffnotes
343,0.2984290228666325,7,Adam Bede.book 5.chapter 45,cliffnotes
344,0.3053323499229259,9,Adam Bede.book 5.chapter 48,cliffnotes
345,0.2811093598457877,5,Adam Bede.book 6.chapter 53,cliffnotes
346,0.25910858874809445,7,Adam Bede.epilogue.chapter 56,cliffnotes
347,0.3008963437460959,7,Adam Bede.book 1.chapter 1,sparknotes
348,0.326467762259293,5,Adam Bede.book 1.chapter 2,sparknotes
349,0.2533889085430781,6,Adam Bede.book 1.chapter 3,sparknotes
350,0.3340397030172124,6,Adam Bede.book 1.chapter 4,sparknotes
351,0.3433059960553599,4,Adam Bede.book 1.chapter 5,sparknotes
352,0.309972744489119,4,Adam Bede.book 1.chapter 6,sparknotes
353,0.26725621774790015,4,Adam Bede.book 1.chapter 7,sparknotes
354,0.29046227502018834,4,Adam Bede.book 1.chapter 8,sparknotes
355,0.26334987218235667,4,Adam Bede.book 1.chapter 9,sparknotes
356,0.3292517548677319,3,Adam Bede.book 1.chapter 10,sparknotes
357,0.33982524209815124,5,Adam Bede.book 1.chapter 11,sparknotes
358,0.29435399841951493,5,Adam Bede.book 1.chapter 12,sparknotes
359,0.2766586864672391,6,Adam Bede.book 1.chapter 13,sparknotes
360,0.31703842477928496,6,Adam Bede.book 1.chapter 14,sparknotes
361,0.3056775180068559,8,Adam Bede.book 1.chapter 15,sparknotes
362,0.26681188389562815,10,Adam Bede.book 1.chapter 16,sparknotes
363,0.25884757002909925,5,Adam Bede.book 2.chapter 17,sparknotes
364,0.262722806416124,7,Adam Bede.book 2.chapter 18,sparknotes
365,0.3067456481683246,4,Adam Bede.book 2.chapter 19,sparknotes
366,0.3039994175155452,10,Adam Bede.book 2.chapter 20,sparknotes
367,0.30882970635150925,4,Adam Bede.book 2.chapter 21,sparknotes
368,0.25555707568947433,5,Adam Bede.book 3.chapter 22,sparknotes
369,0.37219052405642494,2,Adam Bede.book 3.chapter 23,sparknotes
370,0.25335210772134764,4,Adam Bede.book 3.chapter 24,sparknotes
371,0.2540229260269384,4,Adam Bede.book 3.chapter 25,sparknotes
372,0.32314323031831776,6,Adam Bede.book 3.chapter 26,sparknotes
373,0.3511147066692102,7,Adam Bede.book 4.chapter 27,sparknotes
374,0.29309392617253854,6,Adam Bede.book 4.chapter 28,sparknotes
375,0.29879778969315723,3,Adam Bede.book 4.chapter 29,sparknotes
376,0.31875668670811685,5,Adam Bede.book 4.chapter 30,sparknotes
377,0.27510985521446657,6,Adam Bede.book 4.chapter 31,sparknotes
378,0.2627807532065516,4,Adam Bede.book 4.chapter 32,sparknotes
379,0.2853187533683433,5,Adam Bede.book 4.chapter 33,sparknotes
380,0.33045599271189774,5,Adam Bede.book 4.chapter 34,sparknotes
381,0.271315582988744,8,Adam Bede.book 4.chapter 35,sparknotes
382,0.2891719253549938,10,Adam Bede.book 5.chapter 36,sparknotes
383,0.3032232878026129,5,Adam Bede.book 5.chapter 37,sparknotes
384,0.32578534255967073,8,Adam Bede.book 5.chapter 38,sparknotes
385,0.3142499736813516,6,Adam Bede.book 5.chapter 39,sparknotes
386,0.30021140614051306,7,Adam Bede.book 5.chapter 40,sparknotes
387,0.2798684508827453,5,Adam Bede.book 5.chapter 41,sparknotes
388,0.28630496017794327,6,Adam Bede.book 5.chapter 42,sparknotes
389,0.2944482937288451,10,Adam Bede.book 5.chapter 43,sparknotes
390,0.27602713027038084,7,Adam Bede.book 5.chapter 44,sparknotes
391,0.33400868858713245,8,Adam Bede.book 5.chapter 45,sparknotes
392,0.3484378418210813,8,Adam Bede.book 5.chapter 46,sparknotes
393,0.26437728322064835,4,Adam Bede.book 5.chapter 47,sparknotes
394,0.29113297122258747,7,Adam Bede.book 5.chapter 48,sparknotes
395,0.30802023320978905,6,Adam Bede.book 6.chapter 49,sparknotes
396,0.3028457069711677,8,Adam Bede.book 6.chapter 50,sparknotes
397,0.31115934377484106,8,Adam Bede.book 6.chapter 51,sparknotes
