,bartscore,number of Unique sentences,chapter-title,source
0,-3.2650522277468728,4,Dracula.chapter 1,gradesaver
1,-3.1782696611351438,6,Dracula.chapter 2,gradesaver
2,-3.141235581759749,9,Dracula.chapter 3,gradesaver
3,-3.1485379869523253,13,Dracula.chapter 4,gradesaver
4,-3.055481690626878,2,Dracula.chapter 5,gradesaver
5,-3.2200657396480956,7,Dracula.chapter 6,gradesaver
6,-3.1435655307769776,5,Dracula.chapter 7,gradesaver
7,-2.786367780821664,9,Dracula.chapter 8,gradesaver
8,-3.081677489555799,11,Dracula.chapter 9,gradesaver
9,-2.5703132195132117,3,Dracula.chapter 10,gradesaver
10,-2.7991284680366517,11,Dracula.chapter 11,gradesaver
11,-2.8484791761471167,9,Dracula.chapter 12,gradesaver
12,-3.141770416498184,7,Dracula.chapter 13,gradesaver
13,-3.1899676753415003,4,Dracula.chapter 14,gradesaver
14,-2.876672512955136,3,Dracula.chapter 15,gradesaver
15,-3.06110900381337,6,Dracula.chapter 16,gradesaver
16,-3.244235575199127,2,Dracula.chapter 17,gradesaver
17,-2.7903077497201805,3,Dracula.chapter 18,gradesaver
18,-3.0681129260496656,7,Dracula.chapter 19,gradesaver
19,-2.882448338545286,4,Dracula.chapter 20,gradesaver
20,-2.890366068592778,4,Dracula.chapter 21,gradesaver
21,-2.8523764501918447,2,Dracula.chapter 22,gradesaver
22,-3.1983822470619563,10,Dracula.chapter 23,gradesaver
23,-2.964472490198472,5,Dracula.chapter 24,gradesaver
24,-3.1118604938189187,7,Dracula.chapter 25,gradesaver
25,-3.3204998582601544,7,Dracula.chapter 26,gradesaver
26,-2.9581740498542786,4,Dracula.chapter 27,gradesaver
27,-3.2932898155848185,5,Dracula.chapter 1,shmoop
28,-3.0235389155500076,11,Dracula.chapter 2,shmoop
29,-3.0932512270643358,8,Dracula.chapter 3,shmoop
30,-2.76724045475324,9,Dracula.chapter 4,shmoop
31,-3.305354212459765,7,Dracula.chapter 5,shmoop
32,-3.0593624088499283,7,Dracula.chapter 6,shmoop
33,-3.3567910439827866,8,Dracula.chapter 7,shmoop
34,-2.979405489351068,12,Dracula.chapter 8,shmoop
35,-3.1368763872555325,10,Dracula.chapter 9,shmoop
36,-2.79032202064991,4,Dracula.chapter 10,shmoop
37,-2.8438593989763508,12,Dracula.chapter 11,shmoop
38,-3.0280589087064875,8,Dracula.chapter 12,shmoop
39,-3.22256986932321,7,Dracula.chapter 13,shmoop
40,-2.8406684916952383,4,Dracula.chapter 14,shmoop
41,-2.931345215210548,3,Dracula.chapter 15,shmoop
42,-3.2025426495820284,7,Dracula.chapter 16,shmoop
43,-3.4652719910328207,3,Dracula.chapter 17,shmoop
44,-3.058849508945759,4,Dracula.chapter 18,shmoop
45,-3.3557892955582718,5,Dracula.chapter 19,shmoop
46,-3.105596198755152,2,Dracula.chapter 20,shmoop
47,-2.93818696975708,4,Dracula.chapter 21,shmoop
48,-3.42164301446506,4,Dracula.chapter 22,shmoop
49,-3.1654049336910246,9,Dracula.chapter 23,shmoop
50,-2.843246454777925,8,Dracula.chapter 24,shmoop
51,-3.1520563570352698,7,Dracula.chapter 25,shmoop
52,-2.986571247237069,9,Dracula.chapter 26,shmoop
53,-2.7614719023307166,5,Dracula.chapter 27,shmoop
54,-3.1620773653189342,5,Dracula.chapter 1,cliffnotes
55,-2.814597186588106,4,Dracula.chapter 1,novelguide
56,-2.6126337250073752,7,Dracula.chapter 2,novelguide
57,-2.775377915965186,9,Dracula.chapter 3,novelguide
58,-2.6022185247678022,10,Dracula.chapter 4,novelguide
59,-2.754874277114868,10,Dracula.chapter 5,novelguide
60,-2.665117634194238,5,Dracula.chapter 6,novelguide
61,-2.745169345537821,4,Dracula.chapter 7,novelguide
62,-2.4689273497332698,10,Dracula.chapter 8,novelguide
63,-2.7323774099349976,11,Dracula.chapter 9,novelguide
64,-2.417991361447743,8,Dracula.chapter 10,novelguide
65,-2.591832146048546,13,Dracula.chapter 11,novelguide
66,-2.585757908721765,9,Dracula.chapter 12,novelguide
67,-3.107632453625019,7,Dracula.chapter 13,novelguide
68,-2.5838649511337284,6,Dracula.chapter 14,novelguide
69,-2.6835068861643476,7,Dracula.chapter 15,novelguide
70,-2.7722009979188442,9,Dracula.chapter 16,novelguide
71,-3.06023629506429,5,Dracula.chapter 17,novelguide
72,-2.6896764798597856,8,Dracula.chapter 18,novelguide
73,-2.770546248555183,11,Dracula.chapter 19,novelguide
74,-2.812862881592342,3,Dracula.chapter 20,novelguide
75,-2.8168493142494793,6,Dracula.chapter 21,novelguide
76,-3.1127021834254265,4,Dracula.chapter 22,novelguide
77,-3.076678689983156,8,Dracula.chapter 23,novelguide
78,-2.60952794835681,8,Dracula.chapter 24,novelguide
79,-2.8621909618377686,11,Dracula.chapter 25,novelguide
80,-2.5597407751613193,8,Dracula.chapter 26,novelguide
81,-2.5947437286376953,10,Dracula.chapter 27,novelguide
82,-2.84847300350666,4,Jane Eyre.volume 1.chapter 1,gradesaver
83,-3.126520832379659,3,Jane Eyre.volume 1.chapter 2,gradesaver
84,-2.562630066684648,4,Jane Eyre.volume 1.chapter 3,gradesaver
85,-2.6692491322755814,4,Jane Eyre.volume 1.chapter 4,gradesaver
86,-2.8232243827411105,5,Jane Eyre.volume 1.chapter 5,gradesaver
87,-3.1140766640504203,3,Jane Eyre.volume 1.chapter 6,gradesaver
88,-2.8122087887355263,3,Jane Eyre.volume 1.chapter 7,gradesaver
89,-3.0022612363100056,5,Jane Eyre.volume 1.chapter 8,gradesaver
90,-2.886526972055435,7,Jane Eyre.volume 1.chapter 9,gradesaver
91,-2.5583714809682636,6,Jane Eyre.volume 1.chapter 10,gradesaver
92,-2.72814785711693,6,Jane Eyre.volume 1.chapter 11,gradesaver
93,-3.0197789127176455,6,Jane Eyre.volume 1.chapter 12,gradesaver
94,-3.0889469668978737,3,Jane Eyre.volume 1.chapter 13,gradesaver
95,-2.8064706802368162,3,Jane Eyre.volume 1.chapter 14,gradesaver
96,-2.6872530897458393,8,Jane Eyre.volume 1.chapter 15,gradesaver
97,-3.2747389495372774,2,Jane Eyre.volume 1.chapter 1,shmoop
98,-3.488466227755827,6,Jane Eyre.volume 1.chapter 2,shmoop
99,-2.8891376870265906,4,Jane Eyre.volume 1.chapter 3,shmoop
100,-3.3429509831799398,8,Jane Eyre.volume 1.chapter 4,shmoop
101,-3.234853703309508,6,Jane Eyre.volume 1.chapter 5,shmoop
102,-3.445102171103159,4,Jane Eyre.volume 1.chapter 6,shmoop
103,-3.3082585974437433,3,Jane Eyre.volume 1.chapter 7,shmoop
104,-3.3897639330356353,6,Jane Eyre.volume 1.chapter 8,shmoop
105,-3.387779781947265,8,Jane Eyre.volume 1.chapter 9,shmoop
106,-3.087552150090536,10,Jane Eyre.volume 1.chapter 10,shmoop
107,-3.00086090217034,10,Jane Eyre.volume 1.chapter 11,shmoop
108,-3.4620672548660125,9,Jane Eyre.volume 1.chapter 12,shmoop
109,-3.383587598800659,6,Jane Eyre.volume 1.chapter 13,shmoop
110,-3.2382579455008873,5,Jane Eyre.volume 1.chapter 14,shmoop
111,-3.2333590906174456,12,Jane Eyre.volume 1.chapter 15,shmoop
112,-2.9274715408682823,3,Jane Eyre.volume 1.chapter 1,cliffnotes
113,-3.073290216071265,3,Jane Eyre.volume 1.chapter 4,cliffnotes
114,-3.031097512978774,4,Jane Eyre.volume 1.chapter 5,cliffnotes
115,-3.131411533270563,5,Jane Eyre.volume 1.chapter 8,cliffnotes
116,-3.0509905964136124,8,Jane Eyre.volume 1.chapter 9,cliffnotes
117,-3.06432900428772,7,Jane Eyre.volume 1.chapter 10,cliffnotes
118,-2.8878270387649536,7,Jane Eyre.volume 1.chapter 11,cliffnotes
119,-3.2452593445777893,8,Jane Eyre.volume 1.chapter 12,cliffnotes
120,-3.3700380431281194,5,Jane Eyre.volume 1.chapter 13,cliffnotes
121,-3.299269758738004,3,Jane Eyre.volume 2.chapter 16,cliffnotes
122,-2.6603157690593173,6,Jane Eyre.volume 2.chapter 17,cliffnotes
123,-2.9709386789437495,4,Jane Eyre.volume 2.chapter 20,cliffnotes
124,-2.944905521472295,5,Jane Eyre.volume 2.chapter 21,cliffnotes
125,-3.0505447917514377,5,Jane Eyre.volume 2.chapter 22,cliffnotes
126,-2.773486084797803,4,Jane Eyre.volume 2.chapter 23,cliffnotes
127,-3.0314584865904695,8,Jane Eyre.volume 3.chapter 26,cliffnotes
128,-2.8255113263924914,6,Jane Eyre.volume 3.chapter 27,cliffnotes
129,-2.972052216529846,5,Jane Eyre.volume 3.chapter 30,cliffnotes
130,-3.199813984334469,5,Jane Eyre.volume 3.chapter 31,cliffnotes
131,-2.835518479347229,5,Jane Eyre.volume 3.chapter 32,cliffnotes
132,-3.1380445131888757,4,Jane Eyre.volume 3.chapter 33,cliffnotes
133,-2.7570229102583497,7,Jane Eyre.volume 3.chapter 34,cliffnotes
134,-2.94253028574444,7,Jane Eyre.volume 3.chapter 35,cliffnotes
135,-2.8980459150146034,7,Jane Eyre.volume 3.chapter 36,cliffnotes
136,-2.534132819426687,4,Jane Eyre.volume 3.chapter 37,cliffnotes
137,-3.0716446808406284,8,Jane Eyre.volume 3.chapter 38,cliffnotes
138,-2.8428345280034204,3,Jane Eyre.volume 1.chapter 1,sparknotes
139,-3.1788467301262746,4,Jane Eyre.volume 1.chapter 2,sparknotes
140,-2.578418996598985,2,Jane Eyre.volume 1.chapter 3,sparknotes
141,-3.0279313840649347,7,Jane Eyre.volume 1.chapter 4,sparknotes
142,-2.707709123690923,2,Jane Eyre.volume 1.chapter 5,sparknotes
143,-3.1586215723128546,3,Jane Eyre.volume 1.chapter 6,sparknotes
144,-2.8838310480117797,3,Jane Eyre.volume 1.chapter 7,sparknotes
145,-2.887049339711666,5,Jane Eyre.volume 1.chapter 8,sparknotes
146,-2.7853034883737564,6,Jane Eyre.volume 1.chapter 9,sparknotes
147,-2.7664848536252973,6,Jane Eyre.volume 1.chapter 10,sparknotes
148,-3.3102813760439553,4,Jane Eyre.volume 2.chapter 16,sparknotes
149,-2.6132278442382812,5,Jane Eyre.volume 2.chapter 17,sparknotes
150,-3.1835810840129852,5,Jane Eyre.volume 2.chapter 18,sparknotes
151,-3.0459516644477844,4,Jane Eyre.volume 2.chapter 19,sparknotes
152,-2.867664941151937,5,Jane Eyre.volume 2.chapter 20,sparknotes
153,-2.9805708130200705,5,Jane Eyre.volume 2.chapter 21,sparknotes
154,-2.9090332508087164,5,Jane Eyre.volume 2.chapter 22,sparknotes
155,-2.675184002944401,4,Jane Eyre.volume 2.chapter 23,sparknotes
156,-3.2691293954849243,3,Jane Eyre.volume 2.chapter 24,sparknotes
157,-3.1543806195259094,5,Jane Eyre.volume 2.chapter 25,sparknotes
158,-3.1843528350194297,11,Jane Eyre.volume 3.chapter 26,sparknotes
159,-2.8259893532457023,10,Jane Eyre.volume 3.chapter 27,sparknotes
160,-3.0139655907948812,5,Jane Eyre.volume 3.chapter 28,sparknotes
161,-3.221076318195888,4,Jane Eyre.volume 3.chapter 29,sparknotes
162,-2.924984708428383,4,Jane Eyre.volume 3.chapter 30,sparknotes
163,-2.976677457491557,4,Jane Eyre.volume 3.chapter 31,sparknotes
164,-2.7252512693405153,3,Jane Eyre.volume 3.chapter 32,sparknotes
165,-2.807814985513687,5,Jane Eyre.volume 3.chapter 33,sparknotes
166,-2.8382597208023075,7,Jane Eyre.volume 3.chapter 34,sparknotes
167,-2.721460785184588,2,Jane Eyre.volume 3.chapter 35,sparknotes
168,-2.7257520377635958,5,Jane Eyre.volume 3.chapter 36,sparknotes
169,-2.295461604228387,4,Jane Eyre.volume 3.chapter 37,sparknotes
170,-2.804654076695442,7,Jane Eyre.volume 3.chapter 38,sparknotes
171,-3.181553218099806,5,Jane Eyre.volume 2.chapter 19,bookwolf
172,-2.9370555877685547,3,Jane Eyre.volume 2.chapter 20,bookwolf
173,-3.108206211351881,6,Jane Eyre.volume 2.chapter 21,bookwolf
174,-3.2401213140198677,4,Jane Eyre.volume 2.chapter 22,bookwolf
175,-3.128105260707714,9,Jane Eyre.volume 3.chapter 26,bookwolf
176,-2.8734233863651752,3,Jane Eyre.volume 1.chapter 1,novelguide
177,-3.1775432030359902,3,Jane Eyre.volume 1.chapter 2,novelguide
178,-2.7613955656687423,4,Jane Eyre.volume 1.chapter 3,novelguide
179,-2.9516950845718384,7,Jane Eyre.volume 1.chapter 4,novelguide
180,-3.0789901316165924,4,Jane Eyre.volume 1.chapter 5,novelguide
181,-3.1963635966891335,3,Jane Eyre.volume 1.chapter 6,novelguide
182,-2.925194670756658,1,Jane Eyre.volume 1.chapter 7,novelguide
183,-3.0466970900694528,5,Jane Eyre.volume 1.chapter 8,novelguide
184,-2.915169344706969,5,Jane Eyre.volume 1.chapter 9,novelguide
185,-2.9438692224877223,7,Jane Eyre.volume 1.chapter 10,novelguide
186,-2.6389213612205107,7,Jane Eyre.volume 1.chapter 11,novelguide
187,-3.1267672862325395,7,Jane Eyre.volume 1.chapter 12,novelguide
188,-3.028918235390275,4,Jane Eyre.volume 1.chapter 13,novelguide
189,-2.6850327508790155,1,Jane Eyre.volume 1.chapter 14,novelguide
190,-2.8800774614016214,10,Jane Eyre.volume 1.chapter 15,novelguide
191,-3.1785718961195513,3,Jane Eyre.volume 2.chapter 16,novelguide
192,-2.9205878067016604,8,Jane Eyre.volume 2.chapter 17,novelguide
193,-3.601587848229842,5,Jane Eyre.volume 2.chapter 18,novelguide
194,-3.094147067803603,5,Jane Eyre.volume 2.chapter 19,novelguide
195,-3.2013641953468324,4,Jane Eyre.volume 2.chapter 20,novelguide
196,-3.045160042444865,8,Jane Eyre.volume 2.chapter 21,novelguide
197,-2.845833937327067,2,Jane Eyre.volume 2.chapter 22,novelguide
198,-2.6780908240212336,1,Jane Eyre.volume 2.chapter 23,novelguide
199,-3.2827640496767483,5,Jane Eyre.volume 2.chapter 24,novelguide
200,-2.8482639392217,4,Jane Eyre.volume 2.chapter 25,novelguide
201,-3.1257964346143936,5,Jane Eyre.volume 3.chapter 26,novelguide
202,-2.8114099949598312,7,Jane Eyre.volume 3.chapter 27,novelguide
203,-2.7858003566139624,4,Jane Eyre.volume 3.chapter 28,novelguide
204,-3.3093318288976494,5,Jane Eyre.volume 3.chapter 29,novelguide
205,-3.142436568226133,5,Jane Eyre.volume 3.chapter 30,novelguide
206,-3.151761748573997,3,Jane Eyre.volume 3.chapter 31,novelguide
207,-3.1857348935944696,5,Jane Eyre.volume 3.chapter 32,novelguide
208,-3.310840765635173,6,Jane Eyre.volume 3.chapter 33,novelguide
209,-3.0547500302394233,5,Jane Eyre.volume 3.chapter 34,novelguide
210,-3.2037296465465,4,Jane Eyre.volume 3.chapter 35,novelguide
211,-3.152311380704244,6,Jane Eyre.volume 3.chapter 36,novelguide
212,-2.656354498404723,8,Jane Eyre.volume 3.chapter 37,novelguide
213,-2.6266490088568792,6,Jane Eyre.volume 3.chapter 38,novelguide
214,-3.3209050661987733,7,Adam Bede.book 1.chapter 1,gradesaver
215,-3.5721309118800693,11,Adam Bede.book 1.chapter 2,gradesaver
216,-3.005410999059677,4,Adam Bede.book 1.chapter 3,gradesaver
217,-3.0365012236263444,9,Adam Bede.book 1.chapter 4,gradesaver
218,-3.2176923048496247,1,Adam Bede.book 1.chapter 5,gradesaver
219,-3.1443407403098216,2,Adam Bede.book 1.chapter 6,gradesaver
220,-3.2932463505051346,5,Adam Bede.book 1.chapter 7,gradesaver
221,-3.3203437328338623,4,Adam Bede.book 1.chapter 8,gradesaver
222,-3.0468630194664,5,Adam Bede.book 1.chapter 9,gradesaver
223,-3.0051095232367517,4,Adam Bede.book 1.chapter 10,gradesaver
224,-3.1133280353886743,5,Adam Bede.book 1.chapter 11,gradesaver
225,-2.909005450267418,5,Adam Bede.book 1.chapter 12,gradesaver
226,-2.94479193687439,4,Adam Bede.book 1.chapter 13,gradesaver
227,-2.930578344008502,5,Adam Bede.book 1.chapter 14,gradesaver
228,-2.9069717472249814,9,Adam Bede.book 1.chapter 15,gradesaver
229,-3.3126240909099582,3,Adam Bede.book 1.chapter 16,gradesaver
230,-3.545279249548912,5,Adam Bede.book 2.chapter 17,gradesaver
231,-3.0521390871568164,4,Adam Bede.book 2.chapter 18,gradesaver
232,-3.3412811885709353,6,Adam Bede.book 2.chapter 19,gradesaver
233,-2.994186641441451,8,Adam Bede.book 2.chapter 20,gradesaver
234,-3.413443330456229,4,Adam Bede.book 2.chapter 21,gradesaver
235,-3.6291764649477876,6,Adam Bede.book 3.chapter 22,gradesaver
236,-2.9485109448432922,5,Adam Bede.book 3.chapter 23,gradesaver
237,-3.4119991610447564,4,Adam Bede.book 3.chapter 24,gradesaver
238,-3.275396102950687,3,Adam Bede.book 3.chapter 25,gradesaver
239,-3.207757423905765,12,Adam Bede.book 3.chapter 26,gradesaver
240,-3.0609785297460728,3,Adam Bede.book 4.chapter 27,gradesaver
241,-3.0052935997645065,2,Adam Bede.book 4.chapter 28,gradesaver
242,-2.8378696602124434,4,Adam Bede.book 4.chapter 29,gradesaver
243,-2.8312019358078637,6,Adam Bede.book 4.chapter 30,gradesaver
244,-2.822441870967547,5,Adam Bede.book 4.chapter 31,gradesaver
245,-3.431870050290051,4,Adam Bede.book 4.chapter 32,gradesaver
246,-2.973771853324694,3,Adam Bede.book 4.chapter 33,gradesaver
247,-2.9184133609135947,5,Adam Bede.book 4.chapter 34,gradesaver
248,-2.9474109470844265,6,Adam Bede.book 4.chapter 35,gradesaver
249,-3.1869486020161553,4,Adam Bede.book 5.chapter 36,gradesaver
250,-2.495605230331421,1,Adam Bede.book 5.chapter 37,gradesaver
251,-3.0881742428649557,11,Adam Bede.book 5.chapter 38,gradesaver
252,-2.85049119260576,7,Adam Bede.book 5.chapter 39,gradesaver
253,-3.129614844656827,8,Adam Bede.book 5.chapter 40,gradesaver
254,-3.08234511812528,6,Adam Bede.book 5.chapter 41,gradesaver
255,-3.068035662174225,5,Adam Bede.book 5.chapter 42,gradesaver
256,-2.995907673239708,10,Adam Bede.book 5.chapter 43,gradesaver
257,-2.8249653975168862,4,Adam Bede.book 5.chapter 44,gradesaver
258,-2.918933975285497,8,Adam Bede.book 5.chapter 45,gradesaver
259,-3.1372220317522683,3,Adam Bede.book 5.chapter 47,gradesaver
260,-3.117965198615018,10,Adam Bede.book 5.chapter 48,gradesaver
261,-2.9114892238225694,6,Adam Bede.book 6.chapter 49,gradesaver
262,-2.9705580870310464,6,Adam Bede.book 6.chapter 50,gradesaver
263,-2.8178682227929435,4,Adam Bede.book 6.chapter 51,gradesaver
264,-2.7148988858247414,5,Adam Bede.book 6.chapter 52,gradesaver
265,-3.4732491053067718,4,Adam Bede.book 6.chapter 53,gradesaver
266,-2.918295338040306,5,Adam Bede.book 6.chapter 54,gradesaver
267,-3.4063892448157596,6,Adam Bede.book 6.chapter 55,gradesaver
268,-3.5369603874221927,9,Adam Bede.book 1.chapter 1,shmoop
269,-3.5778101446727915,7,Adam Bede.book 1.chapter 2,shmoop
270,-3.55744347969691,4,Adam Bede.book 1.chapter 3,shmoop
271,-3.2416738346219063,8,Adam Bede.book 1.chapter 4,shmoop
272,-3.226097179086585,2,Adam Bede.book 1.chapter 5,shmoop
273,-3.375752669793588,1,Adam Bede.book 1.chapter 6,shmoop
274,-3.5832182665665946,5,Adam Bede.book 1.chapter 7,shmoop
275,-3.53485117706598,4,Adam Bede.book 1.chapter 8,shmoop
276,-3.5809189050625534,6,Adam Bede.book 1.chapter 9,shmoop
277,-3.471703711393717,4,Adam Bede.book 1.chapter 10,shmoop
278,-3.338839850642464,4,Adam Bede.book 1.chapter 11,shmoop
279,-3.214295296957999,3,Adam Bede.book 1.chapter 12,shmoop
280,-2.92656657742519,6,Adam Bede.book 1.chapter 13,shmoop
281,-3.132772688070933,5,Adam Bede.book 1.chapter 14,shmoop
282,-2.950485729035877,4,Adam Bede.book 1.chapter 15,shmoop
283,-3.4871860202401876,7,Adam Bede.book 1.chapter 16,shmoop
284,-3.6610070870203133,6,Adam Bede.book 2.chapter 17,shmoop
285,-3.3917946834117174,7,Adam Bede.book 2.chapter 18,shmoop
286,-3.5871919474818488,3,Adam Bede.book 2.chapter 19,shmoop
287,-3.374745693170663,7,Adam Bede.book 2.chapter 20,shmoop
288,-3.6917281132755857,5,Adam Bede.book 2.chapter 21,shmoop
289,-3.7600020865599313,5,Adam Bede.book 3.chapter 22,shmoop
290,-3.4025195638338723,6,Adam Bede.book 3.chapter 23,shmoop
291,-3.600190051396688,5,Adam Bede.book 3.chapter 24,shmoop
292,-3.4900951971087544,6,Adam Bede.book 3.chapter 25,shmoop
293,-3.287846485773722,8,Adam Bede.book 3.chapter 26,shmoop
294,-3.2122403150317314,2,Adam Bede.book 4.chapter 27,shmoop
295,-3.29386465549469,5,Adam Bede.book 4.chapter 28,shmoop
296,-2.849006086587906,2,Adam Bede.book 4.chapter 29,shmoop
297,-3.048345019419988,7,Adam Bede.book 4.chapter 30,shmoop
298,-3.0228287117821826,5,Adam Bede.book 4.chapter 31,shmoop
299,-3.579409829207829,5,Adam Bede.book 4.chapter 32,shmoop
300,-3.210072990447756,2,Adam Bede.book 4.chapter 33,shmoop
301,-3.4360768628376785,8,Adam Bede.book 4.chapter 34,shmoop
302,-3.276574327395513,6,Adam Bede.book 4.chapter 35,shmoop
303,-3.144928464813838,2,Adam Bede.book 5.chapter 36,shmoop
304,-2.76626056011277,1,Adam Bede.book 5.chapter 37,shmoop
305,-3.377118454167717,12,Adam Bede.book 5.chapter 38,shmoop
306,-3.395899882392278,8,Adam Bede.book 5.chapter 39,shmoop
307,-3.401958366719688,10,Adam Bede.book 5.chapter 40,shmoop
308,-3.6191382960996763,5,Adam Bede.book 5.chapter 41,shmoop
309,-3.3013718446095788,5,Adam Bede.book 5.chapter 42,shmoop
310,-3.1375957268934984,7,Adam Bede.book 5.chapter 43,shmoop
311,-3.1252810863348155,4,Adam Bede.book 5.chapter 44,shmoop
312,-3.043504312634468,6,Adam Bede.book 5.chapter 45,shmoop
313,-3.1803520367695732,7,Adam Bede.book 5.chapter 46,shmoop
314,-3.4958165009816486,4,Adam Bede.book 5.chapter 47,shmoop
315,-3.4180067089887767,8,Adam Bede.book 5.chapter 48,shmoop
316,-3.3016822514710604,8,Adam Bede.book 6.chapter 49,shmoop
317,-3.197140097618103,7,Adam Bede.book 6.chapter 50,shmoop
318,-3.12926026652841,7,Adam Bede.book 6.chapter 51,shmoop
319,-2.944223094869543,6,Adam Bede.book 6.chapter 52,shmoop
320,-3.7895486283302304,3,Adam Bede.book 6.chapter 53,shmoop
321,-3.3078128496805825,6,Adam Bede.book 6.chapter 54,shmoop
322,-3.5908363487409507,6,Adam Bede.book 6.chapter 55,shmoop
323,-3.715178906917572,5,Adam Bede.epilogue.chapter 56,shmoop
324,-3.1430932700634004,7,Adam Bede.book 1.chapter 1,cliffnotes
325,-3.418660022318363,5,Adam Bede.book 1.chapter 2,cliffnotes
326,-3.1014371693134306,4,Adam Bede.book 1.chapter 3,cliffnotes
327,-2.918392062187195,7,Adam Bede.book 1.chapter 4,cliffnotes
328,-2.83153643210729,2,Adam Bede.book 1.chapter 5,cliffnotes
329,-2.9742842750115823,7,Adam Bede.book 1.chapter 10,cliffnotes
330,-2.985767794152101,6,Adam Bede.book 1.chapter 11,cliffnotes
331,-3.016873598098755,4,Adam Bede.book 1.chapter 16,cliffnotes
332,-3.430547058582306,3,Adam Bede.book 2.chapter 17,cliffnotes
333,-3.1504806006948156,7,Adam Bede.book 2.chapter 18,cliffnotes
334,-3.0295306593179703,4,Adam Bede.book 2.chapter 19,cliffnotes
335,-2.945830349127452,8,Adam Bede.book 2.chapter 20,cliffnotes
336,-3.1674531264738603,5,Adam Bede.book 2.chapter 21,cliffnotes
337,-2.644932006796201,3,Adam Bede.book 4.chapter 29,cliffnotes
338,-2.9741811951001482,3,Adam Bede.book 4.chapter 32,cliffnotes
339,-3.0064329902331033,3,Adam Bede.book 4.chapter 35,cliffnotes
340,-2.927003558192934,7,Adam Bede.book 5.chapter 38,cliffnotes
341,-2.8774416702134262,3,Adam Bede.book 5.chapter 43,cliffnotes
342,-2.6992378064564297,4,Adam Bede.book 5.chapter 44,cliffnotes
343,-2.7060517993840305,5,Adam Bede.book 5.chapter 45,cliffnotes
344,-3.0728594037619503,9,Adam Bede.book 5.chapter 48,cliffnotes
345,-3.1691152623721535,4,Adam Bede.book 6.chapter 53,cliffnotes
346,-2.7478440489087785,3,Adam Bede.epilogue.chapter 56,cliffnotes
347,-3.2963050454854965,5,Adam Bede.book 1.chapter 1,sparknotes
348,-3.3918520410855613,4,Adam Bede.book 1.chapter 2,sparknotes
349,-3.021094090408749,3,Adam Bede.book 1.chapter 3,sparknotes
350,-2.7394775692373514,6,Adam Bede.book 1.chapter 4,sparknotes
351,-2.8318520367145537,3,Adam Bede.book 1.chapter 5,sparknotes
352,-2.8155940572420755,2,Adam Bede.book 1.chapter 6,sparknotes
353,-3.10911762714386,2,Adam Bede.book 1.chapter 7,sparknotes
354,-3.1330584571475075,4,Adam Bede.book 1.chapter 8,sparknotes
355,-3.034106651941935,3,Adam Bede.book 1.chapter 9,sparknotes
356,-2.56348380446434,2,Adam Bede.book 1.chapter 10,sparknotes
357,-2.72669256106019,4,Adam Bede.book 1.chapter 11,sparknotes
358,-2.707317422937464,5,Adam Bede.book 1.chapter 12,sparknotes
359,-2.772800891487687,5,Adam Bede.book 1.chapter 13,sparknotes
360,-2.730675397095857,5,Adam Bede.book 1.chapter 14,sparknotes
361,-2.712571235497793,6,Adam Bede.book 1.chapter 15,sparknotes
362,-3.3097301473220186,6,Adam Bede.book 1.chapter 16,sparknotes
363,-3.2436355471611025,3,Adam Bede.book 2.chapter 17,sparknotes
364,-3.2557235598564143,5,Adam Bede.book 2.chapter 18,sparknotes
365,-2.940160322189331,5,Adam Bede.book 2.chapter 19,sparknotes
366,-2.8893312215805054,5,Adam Bede.book 2.chapter 20,sparknotes
367,-3.268396146595478,4,Adam Bede.book 2.chapter 21,sparknotes
368,-3.2612679402033486,4,Adam Bede.book 3.chapter 22,sparknotes
369,-2.745954381095038,2,Adam Bede.book 3.chapter 23,sparknotes
370,-3.290753549999661,3,Adam Bede.book 3.chapter 24,sparknotes
371,-3.329091299147833,3,Adam Bede.book 3.chapter 25,sparknotes
372,-2.932168573141098,5,Adam Bede.book 3.chapter 26,sparknotes
373,-2.8994080781936646,3,Adam Bede.book 4.chapter 27,sparknotes
374,-3.2102201680342355,4,Adam Bede.book 4.chapter 28,sparknotes
375,-2.9612658321857457,3,Adam Bede.book 4.chapter 29,sparknotes
376,-2.8172440074739007,2,Adam Bede.book 4.chapter 30,sparknotes
377,-2.5139336131867904,3,Adam Bede.book 4.chapter 31,sparknotes
378,-3.1854547773088724,3,Adam Bede.book 4.chapter 32,sparknotes
379,-2.9664587066287087,2,Adam Bede.book 4.chapter 33,sparknotes
380,-2.813680359295436,5,Adam Bede.book 4.chapter 34,sparknotes
381,-3.0027317821979524,6,Adam Bede.book 4.chapter 35,sparknotes
382,-3.061372611257765,5,Adam Bede.book 5.chapter 36,sparknotes
383,-2.4554800192515054,1,Adam Bede.book 5.chapter 37,sparknotes
384,-2.8090391023592516,6,Adam Bede.book 5.chapter 38,sparknotes
385,-2.6382116278012595,5,Adam Bede.book 5.chapter 39,sparknotes
386,-2.915436939759688,7,Adam Bede.book 5.chapter 40,sparknotes
387,-3.101347775686355,4,Adam Bede.book 5.chapter 41,sparknotes
388,-2.998877570742652,6,Adam Bede.book 5.chapter 42,sparknotes
389,-2.8519478688637414,7,Adam Bede.book 5.chapter 43,sparknotes
390,-2.855905255675316,2,Adam Bede.book 5.chapter 44,sparknotes
