,bartscore,number of Unique sentences,chapter-title,source
1142,-2.7965061950683596,3,A Tale of Two Cities.book 1.chapter 1,gradesaver
1143,-2.944217350333929,6,A Tale of Two Cities.book 1.chapter 2,gradesaver
1144,-3.4421954495566234,2,A Tale of Two Cities.book 1.chapter 3,gradesaver
1145,-2.9805413484573364,4,A Tale of Two Cities.book 1.chapter 4,gradesaver
1146,-3.1241280317306517,8,A Tale of Two Cities.book 1.chapter 5,gradesaver
1147,-3.0292679813173082,6,A Tale of Two Cities.book 1.chapter 6,gradesaver
1148,-3.206020945310593,5,A Tale of Two Cities.book 2.chapter 1,gradesaver
1149,-2.943144321441651,2,A Tale of Two Cities.book 2.chapter 2,gradesaver
1150,-2.9230052871363505,9,A Tale of Two Cities.book 2.chapter 3,gradesaver
1151,-2.6041786124308905,2,A Tale of Two Cities.book 2.chapter 4,gradesaver
1152,-2.9484152495861053,2,A Tale of Two Cities.book 2.chapter 5,gradesaver
1153,-3.3204751304217752,7,A Tale of Two Cities.book 2.chapter 6,gradesaver
1154,-3.044164279103279,4,A Tale of Two Cities.book 2.chapter 7,gradesaver
1155,-2.9496904194355014,6,A Tale of Two Cities.book 2.chapter 8,gradesaver
1156,-3.047120119975163,8,A Tale of Two Cities.book 2.chapter 9,gradesaver
1157,-2.716996481021245,5,A Tale of Two Cities.book 2.chapter 10,gradesaver
1158,-2.8832404017448425,2,A Tale of Two Cities.book 2.chapter 11,gradesaver
1159,-2.9540676962245596,6,A Tale of Two Cities.book 2.chapter 12,gradesaver
1160,-2.7202446907758713,4,A Tale of Two Cities.book 2.chapter 13,gradesaver
1161,-2.954409314526452,6,A Tale of Two Cities.book 2.chapter 14,gradesaver
1162,-3.059606246650219,7,A Tale of Two Cities.book 2.chapter 15,gradesaver
1163,-3.049036291512576,8,A Tale of Two Cities.book 2.chapter 16,gradesaver
1164,-2.82870518664519,3,A Tale of Two Cities.book 2.chapter 17,gradesaver
1165,-2.9962554325660067,5,A Tale of Two Cities.book 2.chapter 18,gradesaver
1166,-3.0433414181073504,4,A Tale of Two Cities.book 2.chapter 19,gradesaver
1167,-2.7023205732305846,2,A Tale of Two Cities.book 2.chapter 20,gradesaver
1168,-2.8524937152862546,6,A Tale of Two Cities.book 2.chapter 21,gradesaver
1169,-3.089045237749815,4,A Tale of Two Cities.book 2.chapter 22,gradesaver
1170,-3.214282490990379,4,A Tale of Two Cities.book 2.chapter 23,gradesaver
1171,-2.8335123383081875,9,A Tale of Two Cities.book 2.chapter 24,gradesaver
1172,-2.9480892968177796,7,A Tale of Two Cities.book 3.chapter 1,gradesaver
1173,-3.0005496740341187,7,A Tale of Two Cities.book 3.chapter 2,gradesaver
1174,-2.962087984085083,9,A Tale of Two Cities.book 3.chapter 3,gradesaver
1175,-3.0487537932395936,6,A Tale of Two Cities.book 3.chapter 4,gradesaver
1176,-3.367251496315002,9,A Tale of Two Cities.book 3.chapter 5,gradesaver
1177,-3.136280047893524,6,A Tale of Two Cities.book 3.chapter 6,gradesaver
1178,-2.9133842372894287,5,A Tale of Two Cities.book 3.chapter 7,gradesaver
1179,-2.965399568610721,3,A Tale of Two Cities.book 1.chapter 1,shmoop
1180,-3.599181135033452,4,A Tale of Two Cities.book 1.chapter 2,shmoop
1181,-3.703622981905937,3,A Tale of Two Cities.book 1.chapter 3,shmoop
1182,-3.3713575484535916,6,A Tale of Two Cities.book 1.chapter 4,shmoop
1183,-3.4737529338489876,8,A Tale of Two Cities.book 1.chapter 5,shmoop
1184,-3.4658299681302664,10,A Tale of Two Cities.book 1.chapter 6,shmoop
1185,-3.501853287220001,4,A Tale of Two Cities.book 2.chapter 1,shmoop
1186,-3.5146329261007763,5,A Tale of Two Cities.book 2.chapter 2,shmoop
1187,-3.2436563726198875,11,A Tale of Two Cities.book 2.chapter 3,shmoop
1188,-3.2187118530273438,5,A Tale of Two Cities.book 2.chapter 4,shmoop
1189,-3.468408480633137,4,A Tale of Two Cities.book 2.chapter 5,shmoop
1190,-3.7640304189258145,11,A Tale of Two Cities.book 2.chapter 6,shmoop
1191,-3.402394185232562,8,A Tale of Two Cities.book 2.chapter 7,shmoop
1192,-3.5482112742387333,9,A Tale of Two Cities.book 2.chapter 8,shmoop
1193,-3.272734851548166,9,A Tale of Two Cities.book 2.chapter 9,shmoop
1194,-3.2090656723616258,7,A Tale of Two Cities.book 2.chapter 10,shmoop
1195,-3.605641102349317,3,A Tale of Two Cities.book 2.chapter 11,shmoop
1196,-3.4091550954750605,9,A Tale of Two Cities.book 2.chapter 12,shmoop
1197,-3.086117099970579,4,A Tale of Two Cities.book 2.chapter 13,shmoop
1198,-3.303162776430448,11,A Tale of Two Cities.book 2.chapter 14,shmoop
1199,-3.4753636283389593,8,A Tale of Two Cities.book 2.chapter 15,shmoop
1200,-3.5369351951044,7,A Tale of Two Cities.book 2.chapter 16,shmoop
1201,-3.10194895333714,7,A Tale of Two Cities.book 2.chapter 17,shmoop
1202,-3.4689167058095336,6,A Tale of Two Cities.book 2.chapter 18,shmoop
1203,-3.5470570107785666,6,A Tale of Two Cities.book 2.chapter 19,shmoop
1204,-3.3475802966526578,2,A Tale of Two Cities.book 2.chapter 20,shmoop
1205,-3.205702249632507,8,A Tale of Two Cities.book 2.chapter 21,shmoop
1206,-3.5043031561833162,5,A Tale of Two Cities.book 2.chapter 22,shmoop
1207,-3.547650886906518,8,A Tale of Two Cities.book 2.chapter 23,shmoop
1208,-3.375702570313993,10,A Tale of Two Cities.book 2.chapter 24,shmoop
1209,-3.3768341971225424,8,A Tale of Two Cities.book 3.chapter 1,shmoop
1210,-3.5393536244119916,11,A Tale of Two Cities.book 3.chapter 2,shmoop
1211,-3.528207142212812,10,A Tale of Two Cities.book 3.chapter 3,shmoop
1212,-3.414706069231033,6,A Tale of Two Cities.book 3.chapter 4,shmoop
1213,-3.5360833318609943,9,A Tale of Two Cities.book 3.chapter 5,shmoop
1214,-3.23227397998174,8,A Tale of Two Cities.book 3.chapter 6,shmoop
1215,-3.606927285655852,6,A Tale of Two Cities.book 3.chapter 7,shmoop
1216,-3.4073784271111855,4,A Tale of Two Cities.book 3.chapter 8,shmoop
1217,-3.6394694460861716,14,A Tale of Two Cities.book 3.chapter 9,shmoop
1218,-3.3364479824116353,10,A Tale of Two Cities.book 3.chapter 10,shmoop
1219,-3.621647810036281,2,A Tale of Two Cities.book 3.chapter 12,shmoop
1220,-3.2034419280726736,16,A Tale of Two Cities.book 3.chapter 13,shmoop
1221,-3.1794945996786868,13,A Tale of Two Cities.book 3.chapter 14,shmoop
1222,-3.3444527995586393,6,A Tale of Two Cities.book 3.chapter 15,shmoop
1223,-2.7356985569000245,1,A Tale of Two Cities.book 1.chapter 1,cliffnotes
1224,-3.001412585377693,6,A Tale of Two Cities.book 1.chapter 2,cliffnotes
1225,-3.182895690202713,2,A Tale of Two Cities.book 1.chapter 3,cliffnotes
1226,-2.892676748169793,4,A Tale of Two Cities.book 1.chapter 4,cliffnotes
1227,-2.9503598690032957,5,A Tale of Two Cities.book 1.chapter 5,cliffnotes
1228,-2.91936374977231,7,A Tale of Two Cities.book 1.chapter 6,cliffnotes
1229,-3.0829907804727554,3,A Tale of Two Cities.book 2.chapter 1,cliffnotes
1230,-2.9615445077419285,2,A Tale of Two Cities.book 2.chapter 2,cliffnotes
1231,-2.69344221552213,3,A Tale of Two Cities.book 2.chapter 3,cliffnotes
1232,-2.857161485804961,4,A Tale of Two Cities.book 2.chapter 4,cliffnotes
1233,-2.9903237521648407,3,A Tale of Two Cities.book 2.chapter 5,cliffnotes
1234,-3.00644698937734,3,A Tale of Two Cities.book 2.chapter 6,cliffnotes
1235,-2.901756916727339,6,A Tale of Two Cities.book 2.chapter 7,cliffnotes
1236,-2.7852699806292853,6,A Tale of Two Cities.book 2.chapter 8,cliffnotes
1237,-2.5242589871088663,4,A Tale of Two Cities.book 2.chapter 9,cliffnotes
1238,-2.4640430100262165,4,A Tale of Two Cities.book 2.chapter 10,cliffnotes
1239,-2.730764552950859,3,A Tale of Two Cities.book 2.chapter 11,cliffnotes
1240,-2.46029446721077,4,A Tale of Two Cities.book 2.chapter 12,cliffnotes
1241,-2.7427342534065247,3,A Tale of Two Cities.book 2.chapter 13,cliffnotes
1242,-2.8270063181718186,11,A Tale of Two Cities.book 2.chapter 14,cliffnotes
1243,-2.9537623673677444,6,A Tale of Two Cities.book 2.chapter 15,cliffnotes
1244,-2.7835976257920265,8,A Tale of Two Cities.book 2.chapter 16,cliffnotes
1245,-2.8062019348144527,3,A Tale of Two Cities.book 2.chapter 17,cliffnotes
1246,-2.711570680141449,5,A Tale of Two Cities.book 2.chapter 18,cliffnotes
1247,-2.8946928467069353,4,A Tale of Two Cities.book 2.chapter 19,cliffnotes
1248,-2.617747437953949,4,A Tale of Two Cities.book 2.chapter 20,cliffnotes
1249,-2.7773717294136686,8,A Tale of Two Cities.book 2.chapter 21,cliffnotes
1250,-3.0317964777350426,2,A Tale of Two Cities.book 2.chapter 22,cliffnotes
1251,-2.9015846848487854,2,A Tale of Two Cities.book 2.chapter 23,cliffnotes
1252,-2.7498436152935026,7,A Tale of Two Cities.book 2.chapter 24,cliffnotes
1253,-2.8620846247673035,6,A Tale of Two Cities.book 3.chapter 1,cliffnotes
1254,-2.617566599845886,5,A Tale of Two Cities.book 3.chapter 2,cliffnotes
1255,-2.7105249378416274,6,A Tale of Two Cities.book 3.chapter 3,cliffnotes
1256,-2.754332796732585,6,A Tale of Two Cities.book 3.chapter 4,cliffnotes
1257,-2.797841039725713,5,A Tale of Two Cities.book 3.chapter 5,cliffnotes
1258,-2.7929921805858613,3,A Tale of Two Cities.book 3.chapter 6,cliffnotes
1259,-3.1317654657363887,5,A Tale of Two Cities.book 3.chapter 7,cliffnotes
1260,-2.7230576997001967,5,A Tale of Two Cities.book 3.chapter 8,cliffnotes
1261,-2.8814058125019075,11,A Tale of Two Cities.book 3.chapter 9,cliffnotes
1262,-2.6975796190755705,8,A Tale of Two Cities.book 3.chapter 10,cliffnotes
1263,-2.768020329652009,8,A Tale of Two Cities.book 3.chapter 11,cliffnotes
1264,-2.8118837401270866,4,A Tale of Two Cities.book 3.chapter 12,cliffnotes
1265,-2.680417640341653,5,A Tale of Two Cities.book 3.chapter 13,cliffnotes
1266,-2.735517593530508,9,A Tale of Two Cities.book 3.chapter 14,cliffnotes
1267,-2.5110801292790303,7,A Tale of Two Cities.book 3.chapter 15,cliffnotes
1268,-2.68256227572759,2,A Tale of Two Cities.book 1.chapter 1,sparknotes
1269,-3.115321919322014,6,A Tale of Two Cities.book 1.chapter 2,sparknotes
1270,-3.338646514548196,2,A Tale of Two Cities.book 1.chapter 3,sparknotes
1271,-3.1041225645277235,4,A Tale of Two Cities.book 1.chapter 4,sparknotes
1272,-3.078155833024245,8,A Tale of Two Cities.book 1.chapter 5,sparknotes
1273,-3.145327118039131,6,A Tale of Two Cities.book 1.chapter 6,sparknotes
1274,-3.10413176715374,5,A Tale of Two Cities.book 2.chapter 1,sparknotes
1275,-2.9440260291099545,1,A Tale of Two Cities.book 2.chapter 2,sparknotes
1276,-2.767364106575648,9,A Tale of Two Cities.book 2.chapter 3,sparknotes
1277,-2.787895400822163,4,A Tale of Two Cities.book 2.chapter 4,sparknotes
1278,-2.98952837785085,3,A Tale of Two Cities.book 2.chapter 5,sparknotes
1279,-3.3709719732403753,7,A Tale of Two Cities.book 2.chapter 6,sparknotes
1280,-3.031178832054138,8,A Tale of Two Cities.book 2.chapter 7,sparknotes
1281,-2.885563565152032,7,A Tale of Two Cities.book 2.chapter 8,sparknotes
1282,-2.8707414984703066,7,A Tale of Two Cities.book 2.chapter 9,sparknotes
1283,-2.76405764167959,6,A Tale of Two Cities.book 2.chapter 10,sparknotes
1284,-2.623719200491905,2,A Tale of Two Cities.book 2.chapter 11,sparknotes
1285,-2.7689932650989957,6,A Tale of Two Cities.book 2.chapter 12,sparknotes
1286,-2.7441453536351523,4,A Tale of Two Cities.book 2.chapter 13,sparknotes
1287,-2.813877364993095,8,A Tale of Two Cities.book 2.chapter 14,sparknotes
1288,-3.109280922346645,8,A Tale of Two Cities.book 2.chapter 15,sparknotes
1289,-2.896017856068081,6,A Tale of Two Cities.book 2.chapter 16,sparknotes
1290,-2.910592496395111,3,A Tale of Two Cities.book 2.chapter 17,sparknotes
1291,-2.9234933257102966,4,A Tale of Two Cities.book 2.chapter 18,sparknotes
1292,-3.20479402216998,4,A Tale of Two Cities.book 2.chapter 19,sparknotes
1293,-2.6549101110015596,4,A Tale of Two Cities.book 2.chapter 20,sparknotes
1294,-2.922504403374412,6,A Tale of Two Cities.book 2.chapter 21,sparknotes
1295,-3.000783209999402,3,A Tale of Two Cities.book 2.chapter 22,sparknotes
1296,-3.0549197867512703,3,A Tale of Two Cities.book 2.chapter 23,sparknotes
1297,-2.8903856598413906,9,A Tale of Two Cities.book 2.chapter 24,sparknotes
1298,-2.922844076156616,5,A Tale of Two Cities.book 3.chapter 1,sparknotes
1299,-2.986740827560425,6,A Tale of Two Cities.book 3.chapter 2,sparknotes
1300,-3.0229238377677072,6,A Tale of Two Cities.book 3.chapter 3,sparknotes
1301,-3.0951171696186064,7,A Tale of Two Cities.book 3.chapter 4,sparknotes
1302,-3.0020335038503014,6,A Tale of Two Cities.book 3.chapter 5,sparknotes
1303,-2.858100175857544,3,A Tale of Two Cities.book 3.chapter 6,sparknotes
1304,-3.3044574090412686,4,A Tale of Two Cities.book 3.chapter 7,sparknotes
1305,-2.9139604109984174,4,A Tale of Two Cities.book 3.chapter 8,sparknotes
1306,-3.114666255457061,12,A Tale of Two Cities.book 3.chapter 9,sparknotes
1307,-3.0374590426683428,4,A Tale of Two Cities.book 3.chapter 10,sparknotes
1308,-2.8729434967041017,4,A Tale of Two Cities.book 3.chapter 11,sparknotes
1309,-3.1550617309717035,3,A Tale of Two Cities.book 3.chapter 12,sparknotes
1310,-2.8830911219120026,7,A Tale of Two Cities.book 3.chapter 13,sparknotes
1311,-2.78947539255023,6,A Tale of Two Cities.book 3.chapter 14,sparknotes
1312,-3.0206689784924188,6,A Tale of Two Cities.book 3.chapter 15,sparknotes
1313,-2.887554375330607,2,A Tale of Two Cities.book 1.chapter 1,bookwolf
1314,-2.938250470161438,4,A Tale of Two Cities.book 1.chapter 4,bookwolf
1315,-3.1029274225234986,4,A Tale of Two Cities.book 1.chapter 5,bookwolf
1316,-3.0476489702860516,5,A Tale of Two Cities.book 1.chapter 6,bookwolf
1317,-2.6624113082885743,6,A Tale of Two Cities.book 2.chapter 9,bookwolf
1318,-3.111209891059182,2,A Tale of Two Cities.book 2.chapters 15-16,bookwolf
1319,-2.7811206293106077,5,A Tale of Two Cities.book 3.chapter 1,bookwolf
1320,-2.4571371912956237,4,A Tale of Two Cities.book 3.chapter 2,bookwolf
1321,-3.151402746714079,6,A Tale of Two Cities.book 3.chapter 3,bookwolf
1322,-3.3078898191452026,3,A Tale of Two Cities.book 3.chapter 4,bookwolf
1323,-2.9770390796661377,3,A Tale of Two Cities.book 3.chapter 5,bookwolf
1324,-3.007190239429474,3,A Tale of Two Cities.book 3.chapter 6,bookwolf
1325,-3.276361584663391,2,A Tale of Two Cities.book 3.chapter 7,bookwolf
1326,-2.8109743148088455,4,A Tale of Two Cities.book 3.chapter 8,bookwolf
1327,-2.9099964387714863,7,A Tale of Two Cities.book 3.chapter 9,bookwolf
1328,-2.8685065404726906,6,A Tale of Two Cities.book 3.chapter 10,bookwolf
1329,-2.737877106666565,5,A Tale of Two Cities.book 3.chapter 11,bookwolf
1330,-3.0697203150817325,2,A Tale of Two Cities.book 3.chapter 12,bookwolf
1331,-2.7591640949249268,5,A Tale of Two Cities.book 3.chapter 13,bookwolf
1332,-3.0841207181413965,6,A Tale of Two Cities.book 3.chapter 14,bookwolf
1333,-2.762076072394848,5,A Tale of Two Cities.book 3.chapter 15,bookwolf
1334,-3.2189258111150645,9,A Tale of Two Cities.book 2.chapter 6,novelguide
1335,-2.953344875766385,7,A Tale of Two Cities.book 2.chapters 15-16,novelguide
1336,-2.895700210995144,2,A Tale of Two Cities.book 1.chapter 1,thebestnotes
1337,-3.17634966224432,4,A Tale of Two Cities.book 1.chapter 2,thebestnotes
1338,-3.3285947839419046,1,A Tale of Two Cities.book 1.chapter 3,thebestnotes
1339,-2.934659332699246,3,A Tale of Two Cities.book 1.chapter 4,thebestnotes
1340,-3.196811208128929,3,A Tale of Two Cities.book 1.chapter 5,thebestnotes
1341,-3.3968973204493524,3,A Tale of Two Cities.book 1.chapter 6,thebestnotes
1342,-3.183141392469406,3,A Tale of Two Cities.book 2.chapter 1,thebestnotes
1343,-3.3152532726526256,2,A Tale of Two Cities.book 2.chapter 2,thebestnotes
1344,-3.051523349351353,7,A Tale of Two Cities.book 2.chapter 3,thebestnotes
1345,-2.935081708080628,3,A Tale of Two Cities.book 2.chapter 4,thebestnotes
1346,-3.2936365008354187,5,A Tale of Two Cities.book 2.chapter 5,thebestnotes
1347,-3.38639617562294,11,A Tale of Two Cities.book 2.chapter 6,thebestnotes
1348,-3.1903236359357834,5,A Tale of Two Cities.book 2.chapter 7,thebestnotes
1349,-3.14189966971224,2,A Tale of Two Cities.book 2.chapter 8,thebestnotes
1350,-3.1419554948806763,3,A Tale of Two Cities.book 2.chapter 9,thebestnotes
1351,-2.6456379088071675,5,A Tale of Two Cities.book 2.chapter 10,thebestnotes
1352,-3.1431794365247088,3,A Tale of Two Cities.book 2.chapter 11,thebestnotes
1353,-2.8254524198445408,5,A Tale of Two Cities.book 2.chapter 12,thebestnotes
1354,-2.8146649828323955,3,A Tale of Two Cities.book 2.chapter 13,thebestnotes
1355,-2.9822923948890283,3,A Tale of Two Cities.book 2.chapter 14,thebestnotes
1356,-3.190740851979507,8,A Tale of Two Cities.book 2.chapter 15,thebestnotes
1357,-3.194786959460804,7,A Tale of Two Cities.book 2.chapter 16,thebestnotes
1358,-2.922904762128989,4,A Tale of Two Cities.book 2.chapter 17,thebestnotes
1359,-3.0604242202308445,4,A Tale of Two Cities.book 2.chapter 18,thebestnotes
1360,-3.3065362691879274,5,A Tale of Two Cities.book 2.chapter 19,thebestnotes
1361,-3.0710324578815036,3,A Tale of Two Cities.book 2.chapter 20,thebestnotes
1362,-3.001557558774948,4,A Tale of Two Cities.book 2.chapter 21,thebestnotes
1363,-3.070293201506138,3,A Tale of Two Cities.book 2.chapter 22,thebestnotes
1364,-3.3984641341062694,3,A Tale of Two Cities.book 2.chapter 23,thebestnotes
1365,-3.0830236271671625,7,A Tale of Two Cities.book 2.chapter 24,thebestnotes
1366,-3.035690718111785,5,A Tale of Two Cities.book 3.chapter 1,thebestnotes
1367,-3.5014518911188297,3,A Tale of Two Cities.book 3.chapter 2,thebestnotes
1368,-3.1744673179543534,6,A Tale of Two Cities.book 3.chapter 3,thebestnotes
1369,-3.2300643619738123,2,A Tale of Two Cities.book 3.chapter 4,thebestnotes
1370,-3.1800844997167586,4,A Tale of Two Cities.book 3.chapter 5,thebestnotes
1371,-3.0653206396102908,2,A Tale of Two Cities.book 3.chapter 6,thebestnotes
1372,-3.3809120869636535,2,A Tale of Two Cities.book 3.chapter 7,thebestnotes
1373,-3.0608989650552925,5,A Tale of Two Cities.book 3.chapter 8,thebestnotes
1374,-3.1268670453744773,6,A Tale of Two Cities.book 3.chapter 9,thebestnotes
1375,-3.1517612707614897,10,A Tale of Two Cities.book 3.chapter 10,thebestnotes
1376,-3.4022871670515635,4,A Tale of Two Cities.book 3.chapter 11,thebestnotes
1377,-3.3890356842209313,5,A Tale of Two Cities.book 3.chapter 12,thebestnotes
1378,-2.9698030625780425,4,A Tale of Two Cities.book 3.chapter 13,thebestnotes
1379,-2.903051809831099,4,A Tale of Two Cities.book 3.chapter 14,thebestnotes
1380,-3.0241306245326993,3,A Tale of Two Cities.book 3.chapter 15,thebestnotes
1381,-3.666467377117702,2,The Scarlet Letter.chapter 1,shmoop
1382,-3.486051479975383,4,The Scarlet Letter.chapter 2,shmoop
1383,-3.4044921468285954,6,The Scarlet Letter.chapter 3,shmoop
1384,-3.381336730718613,3,The Scarlet Letter.chapter 4,shmoop
1385,-3.3469709616440992,2,The Scarlet Letter.chapter 5,shmoop
1386,-3.262206101417542,7,The Scarlet Letter.chapter 6,shmoop
1387,-2.9018840127521095,2,The Scarlet Letter.chapter 7,shmoop
1388,-3.4160816855728626,8,The Scarlet Letter.chapter 8,shmoop
1389,-3.2205439805984497,6,The Scarlet Letter.chapter 9,shmoop
1390,-3.416403161442798,6,The Scarlet Letter.chapter 10,shmoop
1391,-3.3136909348624095,2,The Scarlet Letter.chapter 11,shmoop
1392,-3.1200296591068133,10,The Scarlet Letter.chapter 12,shmoop
1393,-3.2228905132838657,3,The Scarlet Letter.chapter 13,shmoop
1394,-3.235657051205635,2,The Scarlet Letter.chapter 14,shmoop
1395,-3.1770987680980136,6,The Scarlet Letter.chapter 15,shmoop
1396,-3.145104398330053,5,The Scarlet Letter.chapter 16,shmoop
1397,-3.2710272105964453,5,The Scarlet Letter.chapter 17,shmoop
1398,-3.644637942314148,3,The Scarlet Letter.chapter 18,shmoop
1399,-3.1758825989330512,4,The Scarlet Letter.chapter 19,shmoop
1400,-3.492706865975351,6,The Scarlet Letter.chapter 20,shmoop
1401,-3.8624853629332323,1,The Scarlet Letter.chapter 21,shmoop
1402,-3.4138896083831787,8,The Scarlet Letter.chapter 22,shmoop
1403,-3.3282361456326077,7,The Scarlet Letter.chapter 23,shmoop
1404,-3.405919261517063,7,The Scarlet Letter.chapter 24,shmoop
1405,-2.967072606086731,2,The Scarlet Letter.chapter 1,cliffnotes
1406,-3.4237661957740784,4,The Scarlet Letter.chapter 2,cliffnotes
1407,-2.9021044969558716,7,The Scarlet Letter.chapter 3,cliffnotes
1408,-2.757063014166696,2,The Scarlet Letter.chapter 4,cliffnotes
1409,-2.685912599166234,2,The Scarlet Letter.chapter 5,cliffnotes
1410,-3.1507624685764313,4,The Scarlet Letter.chapter 6,cliffnotes
1411,-3.013225647536191,3,The Scarlet Letter.chapter 7,cliffnotes
1412,-2.8991498984396458,7,The Scarlet Letter.chapter 8,cliffnotes
1413,-2.9425653591752052,3,The Scarlet Letter.chapter 9,cliffnotes
1414,-2.7977288564046225,4,The Scarlet Letter.chapter 10,cliffnotes
1415,-2.7786010652780533,1,The Scarlet Letter.chapter 11,cliffnotes
1416,-2.689526031414668,5,The Scarlet Letter.chapter 12,cliffnotes
1417,-3.175368194396679,3,The Scarlet Letter.chapter 13,cliffnotes
1418,-2.7144756487437656,1,The Scarlet Letter.chapter 14,cliffnotes
1419,-2.8912456234296164,5,The Scarlet Letter.chapter 15,cliffnotes
1420,-3.4260191426557656,6,The Scarlet Letter.chapter 16,cliffnotes
1421,-2.870084738189524,7,The Scarlet Letter.chapter 17,cliffnotes
1422,-3.423198774456978,4,The Scarlet Letter.chapter 18,cliffnotes
1423,-3.153906184084275,5,The Scarlet Letter.chapter 19,cliffnotes
1424,-3.195120196593435,7,The Scarlet Letter.chapter 20,cliffnotes
1425,-3.4308565706014633,2,The Scarlet Letter.chapter 21,cliffnotes
1426,-3.269162356853485,7,The Scarlet Letter.chapter 22,cliffnotes
1427,-3.09590833740575,10,The Scarlet Letter.chapter 23,cliffnotes
1428,-3.048893552759419,10,The Scarlet Letter.chapter 24,cliffnotes
1429,-3.4500349930354526,3,The Scarlet Letter.chapter 1,sparknotes
1430,-3.134641006588936,2,The Scarlet Letter.chapter 2,sparknotes
1431,-2.923438139259815,7,The Scarlet Letter.chapter 3,sparknotes
1432,-2.900222474336624,3,The Scarlet Letter.chapter 4,sparknotes
1433,-2.8947704388545112,2,The Scarlet Letter.chapter 5,sparknotes
1434,-3.1907882009233743,4,The Scarlet Letter.chapter 6,sparknotes
1435,-3.0958842039108276,2,The Scarlet Letter.chapter 7,sparknotes
1436,-3.1898497064908344,6,The Scarlet Letter.chapter 8,sparknotes
1437,-3.2940448045730593,2,The Scarlet Letter.chapter 9,sparknotes
1438,-3.1749259293079377,7,The Scarlet Letter.chapter 10,sparknotes
1439,-3.177991509437561,5,The Scarlet Letter.chapter 11,sparknotes
1440,-3.255223747342825,6,The Scarlet Letter.chapter 12,sparknotes
1441,-3.202841639518738,5,The Scarlet Letter.chapter 13,sparknotes
1442,-3.2944656049503998,4,The Scarlet Letter.chapter 14,sparknotes
1443,-3.085446035861969,3,The Scarlet Letter.chapter 15,sparknotes
1444,-2.878843284570254,4,The Scarlet Letter.chapter 16,sparknotes
1445,-2.7597185373306274,5,The Scarlet Letter.chapter 17,sparknotes
1446,-3.4203408002853393,3,The Scarlet Letter.chapter 18,sparknotes
1447,-2.84452227751414,5,The Scarlet Letter.chapter 19,sparknotes
1448,-3.1123614609241486,9,The Scarlet Letter.chapter 20,sparknotes
1449,-3.5132684367043634,3,The Scarlet Letter.chapter 21,sparknotes
1450,-3.1961226871139123,6,The Scarlet Letter.chapter 22,sparknotes
1451,-2.838972508907318,8,The Scarlet Letter.chapter 23,sparknotes
1452,-2.851625712478862,8,The Scarlet Letter.chapter 24,sparknotes
1453,-2.808024207750956,5,Emma.volume 1.chapter 1,gradesaver
1454,-2.9975293636322022,2,Emma.volume 1.chapter 2,gradesaver
1455,-3.2040533224741616,2,Emma.volume 1.chapter 3,gradesaver
1456,-2.9332475208100823,2,Emma.volume 1.chapter 4,gradesaver
1457,-2.799082272582584,2,Emma.volume 1.chapter 5,gradesaver
1458,-2.9122682571411134,4,Emma.volume 1.chapter 6,gradesaver
1459,-2.7732691764831543,3,Emma.volume 1.chapter 7,gradesaver
1460,-2.82656497047061,4,Emma.volume 1.chapter 8,gradesaver
1461,-3.0500963926315308,2,Emma.volume 1.chapter 9,gradesaver
1462,-2.8402732372283936,4,Emma.volume 1.chapter 10,gradesaver
1463,-3.516538413365682,1,Emma.volume 1.chapter 11,gradesaver
1464,-3.111712084876167,2,Emma.volume 1.chapter 12,gradesaver
1465,-2.7131920788023205,3,Emma.volume 1.chapter 13,gradesaver
1466,-3.2921334902445474,2,Emma.volume 1.chapter 14,gradesaver
1467,-3.3535689353942875,3,Emma.volume 2.chapter 19,gradesaver
1468,-2.8805317083994546,3,Emma.volume 2.chapter 20,gradesaver
1469,-2.8811566375550766,4,Emma.volume 2.chapter 21,gradesaver
1470,-2.8405685822168985,4,Emma.volume 2.chapter 22,gradesaver
1471,-2.7872116565704346,2,Emma.volume 2.chapter 23,gradesaver
1472,-3.3675929837756686,4,Emma.volume 2.chapter 24,gradesaver
1473,-2.7431218756569753,3,Emma.volume 2.chapter 25,gradesaver
1474,-2.9783444752295813,6,Emma.volume 2.chapter 26,gradesaver
1475,-3.0357643763224282,2,Emma.volume 2.chapter 27,gradesaver
1476,-3.27764007780287,2,Emma.volume 2.chapter 28,gradesaver
1477,-3.322686711947123,1,Emma.volume 2.chapter 29,gradesaver
1478,-3.0348499417304993,2,Emma.volume 2.chapter 30,gradesaver
1479,-2.84801918665568,2,Emma.volume 2.chapter 31,gradesaver
1480,-3.042468806107839,3,Emma.volume 2.chapter 32,gradesaver
1481,-2.963985482851664,4,Emma.volume 2.chapter 33,gradesaver
1482,-2.763454711437225,3,Emma.volume 2.chapter 34,gradesaver
1483,-3.2008556723594666,1,Emma.volume 2.chapter 35,gradesaver
1484,-3.1438620355394153,2,Emma.volume 3.chapter 37,gradesaver
1485,-2.8480445089794344,5,Emma.volume 3.chapter 38,gradesaver
1486,-3.184698136647542,2,Emma.volume 3.chapter 39,gradesaver
1487,-3.112769862016042,4,Emma.volume 3.chapter 40,gradesaver
1488,-2.8073580132590403,4,Emma.volume 3.chapter 41,gradesaver
1489,-2.8113100793626575,4,Emma.volume 3.chapter 42,gradesaver
1490,-3.143713136514028,5,Emma.volume 3.chapter 43,gradesaver
